,gene function,organism,nador_2_counts,phylum,class,order,family,oualidia_2_counts,oualidia_1_counts,nador_1_counts
9704,protease IV,Robiginitalea biformata HTCC2501,2.52,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.0
9726,protein of unknown function (DUF853),Polaribacter sp. MED152,2.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,1.63
9749,protein of unknown function DUF20,Polaribacter sp. MED152,3.25,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.6
9783,protein-L-isoaspartate(D-aspartate)O-methyltrans ferase,Flavobacterium psychrophilum JIP02/86,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9800,protein-methionine-S-oxide reductase MrsB2,Flavobacterium psychrophilum JIP02/86,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9818,proton-dependent di-tripeptide transporter,Flavobacterium psychrophilum JIP02/86,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9835,pseudouridine synthase,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.6
9860,putative 2OG-Fe(II) oxygenase superfamily protein,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.29
9865,putative 3-oxoacyl-[acyl-carrier-protein,Leeuwenhoekiella blandensis MED217,4.84,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,3.26
9866,putative 3-oxoacyl-[acyl-carrier-protein,Maribacter sp. HTCC2170,13.01,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,6.0,13.22
9867,putative 30S ribosomal protein S17,Croceibacter atlanticus HTCC2559,5.94,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,3.25
9868,putative 5''(3'')-deoxyribonucleotidase,Polaribacter irgensii 23-P,4.83,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,10.0,7.0,5.88
9869,putative 8-amino-7-oxononanoate synthase,Flavobacterium psychrophilum JIP02/86,5.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,2.47
9892,putative ATP synthase A chain,Croceibacter atlanticus HTCC2559,3.23,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,4.15
9906,putative ATPGTP-binding hydroxymethyltransferase protein,Psychroflexus torquis ATCC 700755,19.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,21.28
9916,putative DNA helicase,Leeuwenhoekiella blandensis MED217,11.61,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,8.2
9925,putative DNA-binding/iron metalloprotein/AP endonuclease,Capnocytophaga ochracea DSM 7271,5.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,6.53
9930,putative DNAse related protein,Robiginitalea biformata HTCC2501,1.7,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,0.0
9931,putative DnaK suppressor protein,Capnocytophaga sputigena ATCC 33612,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.62
9935,putative FtsK/SpoIIIE-like protein,Dokdonia donghaensis MED134,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9939,putative GTP-binding cell division protein,Robiginitalea biformata HTCC2501,1.7,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
9946,putative Mg-dependent DNase,Maribacter sp. HTCC2170,2.45,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,2.37
9952,putative N6-adenine-specific DNA methylase,Dokdonia donghaensis MED134,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.56
9973,putative RNA methyltransferase,Maribacter sp. HTCC2170,3.99,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.21
9975,putative RNA polymerase sigma-54 factor,Psychroflexus torquis ATCC 700755,5.75,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.32
9977,putative S1/P1 Nuclease,Polaribacter irgensii 23-P,3.34,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9981,putative Spo0B-related GTP-binding protein,Leeuwenhoekiella blandensis MED217,3.16,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,0.0
9987,putative UDP-,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
10010,putative alkaline phosphatase,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.57
10013,putative alpha-amylase,Psychroflexus torquis ATCC 700755,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.32
10057,putative crossover junction endodeoxyribonuclease,Dokdonia donghaensis MED134,6.7,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.33
10066,putative dehydrogenase,Zunongwangia profunda SM-A87,2.42,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.31
10072,putative deoxyribodipyrimidine photolyase,Dokdonia donghaensis MED134,12.47,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,13.21
10078,putative dihydrolipoamide acetyltransferase,Polaribacter irgensii 23-P,4.16,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,4.11
10086,putative esterase,Robiginitalea biformata HTCC2501,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10090,putative exported cytochrome C biogenesis-related protein,Psychroflexus torquis ATCC 700755,3.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.72
10131,putative glycosyl transferase WbsE,Flavobacterium psychrophilum JIP02/86,2.38,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.29
10135,putative glycosyltransferase,Dokdonia donghaensis MED134,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10141,putative helicase,Croceibacter atlanticus HTCC2559,10.84,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,4.0,8.23
10146,putative histidinol dehydrogenase,Dokdonia donghaensis MED134,1.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.35
10166,putative iron storage-related regulatory protein,Dokdonia donghaensis MED134,1.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,1.64
10168,putative iron-sulfur-binding reductase,Croceibacter atlanticus HTCC2559,3.91,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
10172,putative kinase,Robiginitalea biformata HTCC2501,11.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,9.97
10181,putative lipoprotein,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,0.0
10196,putative membrane associated hydrolase,Robiginitalea biformata HTCC2501,3.33,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,3.0,2.37
10200,putative membrane-bound lytic murein transglycosylase,Polaribacter irgensii 23-P,1.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.67
10201,putative membrane-located cell surface saccharide saccharide acetylase protei,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,2.51
10202,putative metal transport-relate,Maribacter sp. HTCC2170,2.48,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.32
10205,putative metallopeptidas,Dokdonia donghaensis MED134,8.98,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
10225,putative nicotinate-nucleotide pyrophosphorylase,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10237,putative outer membrane protein,Maribacter sp. HTCC2170,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,0.0
10241,putative outer membrane protein probably involved in nutrient binding,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10256,putative penicillin-binding protein 2,Croceibacter atlanticus HTCC2559,21.74,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,3.0,21.56
10257,putative peptidas,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10266,putative periplasmic tail-specific proteinase,Maribacter sp. HTCC2170,12.28,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,6.0,4.0,
10283,putative phosphoribosylamine--glycine ligase,Maribacter sp. HTCC2170,18.2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,13.0,13.0,17.99
10287,putative polyA polymerase,Polaribacter irgensii 23-P,4.09,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,7.42
10294,putative protease,Polaribacter irgensii 23-P,5.95,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,1.58
10303,putative recognition particle-docking protein,Maribacter sp. HTCC2170,3.24,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,2.39
10305,putative regulatory protein (nitrile hydratase activator like),Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10317,putative secreted glycosyl hydrolase,Robiginitalea biformata HTCC2501,2.52,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,1.62
10330,putative signal peptidase,Polaribacter irgensii 23-P,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.62
10339,putative sugar hydrolase,Maribacter sp. HTCC2170,9.88,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,10.7
10348,putative sulfatase,Maribacter sp. HTCC2170,5.01,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.86
10356,putative sun protein,Maribacter sp. HTCC2170,12.07,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,3.0,9.74
10360,putative tRNA pseudouridine synthase,Robiginitalea biformata HTCC2501,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
10368,putative thiamine-monophosphate kinase,Croceibacter atlanticus HTCC2559,8.97,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,11.64
10370,putative thioredoxin,Maribacter sp. HTCC2170,3.4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
10373,putative transcription antitermination protein,Croceibacter atlanticus HTCC2559,9.26,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,9.86
10374,putative transcription antitermination protein,Leeuwenhoekiella blandensis MED217,2.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,6.7
10375,putative transcriptional regulato,Capnocytophaga sputigena ATCC 33612,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10383,putative transmembrane AAA-metalloprotease FtsH,Maribacter sp. HTCC2170,33.44,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,31.08
10384,putative transmembrane CorC/HlyC family transporter associated protein,Robiginitalea biformata HTCC2501,3.32,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.21
10386,putative transmembrane permease,Robiginitalea biformata HTCC2501,2.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.84
10388,putative transmembrane protein,Croceibacter atlanticus HTCC2559,4.23,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
10396,putative transport-relate,Robiginitalea biformata HTCC2501,26.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,29.21
10440,pyridoxine 5''-phosphate synthase,Capnocytophaga sputigena ATCC 33612,2.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
10512,pyruvate kinase,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10515,pyruvate kinase,Zunongwangia profunda SM-A87,2.35,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,9.79
10526,pyruvate/2-oxoglutarate dehydrogenase comple,Polaribacter sp. MED152,6.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,4.88
10529,queuine tRNA-ribosyltransferase,Capnocytophaga sputigena ATCC 33612,1.67,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10541,quinolinate synthetase comple,Flavobacterium johnsoniae UW101,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,2.48
10570,recombination factor protein RarA,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.6
10591,regulatory protein RecX,Capnocytophaga ochracea DSM 7271,4.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.37
10612,response regulator,Chryseobacterium gleum ATCC 35910,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10616,response regulator DrrA,Polaribacter irgensii 23-P,2.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.26
10623,response regulator receiver protein,Flavobacterium johnsoniae UW101,8.94,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,10.8
10640,rhodanese domain-containing protein,Flavobacterium johnsoniae UW101,3.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,6.0,4.0,3.33
10653,riboflavin kinase / FAD synthetase,Gramella forsetii KT0803,15.8,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,9.81
10772,ribosomal large subunit pseudouridine synthase D,Maribacter sp. HTCC2170,7.35,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,6.0,7.32
10773,ribosomal large subunit pseudouridine synthase D,Robiginitalea biformata HTCC2501,8.89,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,7.21
10776,ribosomal protein L1,Capnocytophaga sputigena ATCC 33612,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
10784,ribosomal protein L14,Capnocytophaga gingivalis ATCC 33624,5.26,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.33
10848,ribosomal protein S7,Capnocytophaga gingivalis ATCC 33624,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.44
10864,ribosome biogenesis GTP-binding protein YsxC,Gramella forsetii KT0803,5.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,5.68
10868,ribosome recycling factor,Capnocytophaga gingivalis ATCC 33624,1.61,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.2
10897,rod shape-determining protein MreB,Flavobacterium johnsoniae UW101,24.16,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,5.0,23.9
10903,rod shape-determining protein MreC,Gramella forsetii KT0803,4.96,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,6.55
10930,sarcosine oxidas,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10940,secreted or periplasmic 5''-nucleotidase,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
10941,secreted protein,Gramella forsetii KT0803,8.18,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,2.52
10944,secreted subtilase family protein,Gramella forsetii KT0803,5.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.77
10954,selenocysteine lyase,Leeuwenhoekiella blandensis MED217,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.56
10979,sensory transduction histidine kinase,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
10991,serine hydroxymethyltransferase,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
11055,short chain dehydrogenase,Robiginitalea biformata HTCC2501,4.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.93
11081,short-chain dehydrogenase/reductase SDR,Kordia algicida OT-1,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11109,sigma-2,Kordia algicida OT-1,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11218,sodium/alanine symporter,Robiginitalea biformata HTCC2501,1.71,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,4.95
11220,sodium/hydrogen exchanger family protein,Gramella forsetii KT0803,1.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,8.0,3.11
11230,sodium:solute symporter family protein,Kordia algicida OT-1,4.75,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,1.62
11270,sterol desaturase-like protein,Flavobacterium johnsoniae UW101,13.24,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,14.83
11282,succinate dehydrogenase,Zunongwangia profunda SM-A87,4.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,4.0,9.75
11284,succinate dehydrogenase flavoprotein subunit,Flavobacteriaceae bacterium 3519-10,4.31,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,5.77
11285,succinate dehydrogenase flavoprotein subunit,Flavobacterium johnsoniae UW101,25.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,5.0,
11298,succinate dehydrogenase/fumarate reductase cytochrome b subunit,Flavobacterium johnsoniae UW101,7.45,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.24
11302,succinate-semialdehyde dehydrogenase,Croceibacter atlanticus HTCC2559,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
11360,sugar transferase,Croceibacter atlanticus HTCC2559,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11421,sulphate transporter,Psychroflexus torquis ATCC 700755,3.26,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,2.46
11434,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,Capnocytophaga sputigena ATCC 33612,1.59,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.72
11478,tRNA pseudouridine synthase A,Capnocytophaga ochracea DSM 7271,2.45,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.78
11483,tRNA pseudouridine synthase B,Capnocytophaga ochracea DSM 7271,3.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,2.39
11519,tRNA/rRNA methyltransferase (SpoU),Flavobacterium johnsoniae UW101,2.53,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.64
11524,tail-specific protease,Gramella forsetii KT0803,26.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,5.0,25.41
11551,thiamin biosynthesis lipoprotein,Leeuwenhoekiella blandensis MED217,1.73,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
11557,thiamine biosynthesis lipoprotein ApbE precursor,Polaribacter irgensii 23-P,5.74,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,4.86
11571,thiamine-phosphate kinase,Capnocytophaga gingivalis ATCC 33624,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,1.63
11577,thioesterase superfamily protein,Flavobacterium johnsoniae UW101,5.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,7.39
11586,thioredoxin,Capnocytophaga ochracea DSM 7271,1.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.62
11590,thioredoxin,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11600,thioredoxin reductase,Leeuwenhoekiella blandensis MED217,7.28,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,7.51
11620,threonine synthase,Gramella forsetii KT0803,5.9,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,5.08
11642,threonyl-tRNA synthetase,Psychroflexus torquis ATCC 700755,5.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,6.62
11667,thymidylate synthase,Robiginitalea biformata HTCC2501,4.16,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
11677,tonB-dependent Receptor Plug domain protein,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11691,transcription antitermination protein,Gramella forsetii KT0803,22.98,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,19.75
11693,transcription elongation factor GreA,Gramella forsetii KT0803,7.4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,7.41
11701,transcription elongation factor NusA,Flavobacterium johnsoniae UW101,10.87,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,5.0,12.38
11704,transcription elongation factor NusA,Maribacter sp. HTCC2170,18.28,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,4.0,17.39
11725,transcription termination factor Rho,Gramella forsetii KT0803,42.2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,6.0,48.79
11730,transcription termination factor Rho,Polaribacter irgensii 23-P,13.03,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,5.75
11805,transketolas,Psychroflexus torquis ATCC 700755,3.32,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.46
11810,transketolase,Kordia algicida OT-1,7.34,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,6.73
11822,transketolase N-terminal section,Gramella forsetii KT0803,9.77,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,4.0,14.13
11876,translation initiation factor SUI1,Flavobacterium johnsoniae UW101,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
11922,transposase,Gramella forsetii KT0803,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.64
11951,trehalose-phosphatase,Psychroflexus torquis ATCC 700755,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,0.0
11977,triosephosphate isomerase,Croceibacter atlanticus HTCC2559,1.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
11978,triosephosphate isomerase,Gramella forsetii KT0803,6.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,8.48
11981,triosephosphate isomerase (tim),Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
11982,trk system potassium uptake protein,Zunongwangia profunda SM-A87,4.99,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,3.4
11985,tryptophan,Robiginitalea biformata HTCC2501,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
11993,tryptophan synthase alpha chain,Kordia algicida OT-1,5.02,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.15
12072,two-component system sensor histidine kinase,Leeuwenhoekiella blandensis MED217,3.3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,4.23
12103,type II secretion system protein G,Psychroflexus torquis ATCC 700755,4.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.07
12105,type III restriction enzym,Flavobacterium johnsoniae UW101,1.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
12131,tyrosine-protein kinase,Dokdonia donghaensis MED134,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,0.0
12134,tyrosyl-tRNA synthetase,Capnocytophaga sputigena ATCC 33612,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.22
12155,ubiquinone/menaquinone biosynthesis methyltransferase,Maribacter sp. HTCC2170,1.71,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,0.0
12176,undecaprenyl pyrophosphate synthetase (di-tran,Kordia algicida OT-1,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.89
12220,uridine kinase,Maribacter sp. HTCC2170,2.44,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.49
12232,urocanate hydratase,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.67
12286,von Willebrand factor type A (vWA)domain-containing protein,Flavobacterium johnsoniae UW101,15.32,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,12.72
12309,zinc carboxypeptidase,Polaribacter sp. MED152,1.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.75
12318,zinc uptake transporter,Polaribacter irgensii 23-P,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.71
