,gene function,organism,oualidia_2_counts,phylum,class,order,family
9172,programmed cell death protein,Phytophthora infestans T30-4,1,,Oomycetes,Peronosporales,
9173,prohead core scaffolding protein and protease,Enterobacteria phage JS98,1,,,Caudovirales,Myoviridae
9174,proline aminopeptidase P II,Robiginitalea biformata HTCC2501,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9175,proline dehydrogenas,Xenopus (Silurana) tropicalis,2,Chordata,Amphibia,Anura,Pipidae
9176,proline dehydrogenase,Renibacterium salmoninarum ATCC 33209,3,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
9177,proline dehydrogenase (Proline oxidase)/delta-1-pyrroline-5-carboxylate dehydrogenase,Grimontia hollisae CIP 101886,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
9178,proline dehydrogenase/delta-1-pyrroline-5- carboxylate dehydrogenase,Kocuria rhizophila DC2201,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
9179,proline iminopeptidase,Paracoccus denitrificans PD1222,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9180,proline iminopeptidase,Roseobacter sp. MED193,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9181,proline racemas,Psychroflexus torquis ATCC 700755,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9182,proline racemase,Sinorhizobium fredii NGR234,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
9183,proline racemase A,Vibrio parahaemolyticus K5030,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
9184,proline--tRNA ligase,Brevibacterium mcbrellneri ATCC 49030,1,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
9185,prolipoprotein diacylglyceryl transferase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,2,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
9186,prolipoprotein diacylglyceryl transferase,Arthrobacter sp. FB24,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
9187,prolipoprotein diacylglyceryl transferase,Desulfonatronospira thiodismutans ASO3-1,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae
9188,prolipoprotein diacylglyceryl transferase,Halomonas elongata DSM 2581,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
9189,prolipoprotein diacylglyceryl transferase,Leifsonia xyli subsp. xyli str. CTCB07,2,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
9190,prolipoprotein diacylglyceryl transferase,Zymomonas mobilis subsp. mobilis NCIMB 11163,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
9191,prolyl 4-hydroxylase alpha subunit,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
9192,prolyl endopeptidase,Cyanothece sp. CCY0110,1,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
9193,prolyl endopeptidase,Vibrio parahaemolyticus RIMD 2210633,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
9194,prolyl iminopeptidase,Bordetella parapertussis 12822,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
9195,prolyl oligopeptidase,Shewanella sp. MR-7,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
9196,prolyl oligopeptidase family protein,Flavobacterium psychrophilum JIP02/86,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9197,prolyl-tRNA synthetase,Croceibacter atlanticus HTCC2559,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9198,prolyl-tRNA synthetase,Desulfatibacillum alkenivorans AK-01,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
9199,prolyl-tRNA synthetase,Dictyoglomus turgidum DSM 6724,1,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae
9200,prolyl-tRNA synthetase,Geodermatophilus obscurus DSM 43160,3,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae
9201,prolyl-tRNA synthetase,Paracoccus denitrificans PD1222,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9202,prolyl-tRNA synthetase,Porphyromonas endodontalis ATCC 35406,2,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
9203,prolyl-tRNA synthetase,Pseudomonas mendocina ymp,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
9204,prolyl-tRNA synthetase,Rhodobacteraceae bacterium KLH11,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9205,prolyl-tRNA synthetase,Riemerella anatipestifer DSM 15868,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9206,prolyl-tRNA synthetase,Salinibacter ruber DSM 13855,1,Bacteroidetes,,,Rhodothermaceae
9207,propionate--CoA ligase,Brucella suis 1330,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
9208,propionyl-CoA carboxylase,Geobacter uraniireducens Rf4,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
9209,propionyl-CoA carboxylase beta chain,Ralstonia eutropha H16,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
9210,propionyl-CoA carboxylase beta chain precursor,Rickettsia felis URRWXCal2,1,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
9211,proteas,Alteromonadales bacterium TW-7,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,
9212,proteas,Erythrobacter sp. NAP1,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
9213,protease,Roseobacter sp. SK209-2-6,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9214,protease Do,Arcobacter nitrofigilis DSM 7299,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
9215,protease Do,Marinomonas sp. MWYL1,2,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
9216,protease I,Xenorhabdus nematophila ATCC 19061,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
9217,protease IV,Robiginitalea biformata HTCC2501,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9218,protease ftsh subunit hflc,Marivirga tractuosa DSM 4126,1,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
9219,protease secretion ATP-binding protein,Pectobacterium atrosepticum SCRI1043,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
9220,proteasome 26S non-ATPase subunit 12,Pan troglodytes,1,Chordata,Mammalia,Primates,Hominidae
9221,proteasome subunit beta type 3,Cryptococcus neoformans var. neoformans JEC21,5,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae
9222,protein AmpD,Enhydrobacter aerosaccus SK60,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,
9223,protein RecA,Polaribacter sp. MED152,9,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9224,protein SEC13 homolog isoform 1,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae
9225,protein TolQ,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
9226,protein VAC14 homolog,Danio rerio,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae
9227,protein chain release factor A,Pelotomaculum thermopropionicum SI,1,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
9228,protein chain release factor B,Lactobacillus brevis ATCC 367,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
9229,protein containing DUF1703,Beggiatoa sp. PS,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae
9230,protein containing aminopeptidase domain,Campylobacter upsaliensis RM3195,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
9231,protein deltex-3-like isoform 4,Macaca mulatta,1,Chordata,Mammalia,Primates,Cercopithecidae
9232,protein kinas,Phytophthora infestans T30-4,3,,Oomycetes,Peronosporales,
9233,protein kinase,Anaeromyxobacter sp. Fw109-5,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
9234,protein kinase,Entamoeba histolytica HM-1:IMSS,1,,,,Entamoebidae
9235,protein kinase,Schistosoma mansoni,1,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae
9236,protein kinase,Sorangium cellulosum ''So ce 56'',1,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae
9237,protein kinase,Trypanosoma brucei TREU927,9,,,Kinetoplastida,Trypanosomatidae
9238,protein kinase family protein,Arabidopsis thaliana,2,Streptophyta,,Brassicales,Brassicaceae
9239,protein of hypothetical function DUF427,Aeromicrobium marinum DSM 15272,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
9240,protein of hypothetical function UPF0061,Corynebacterium accolens ATCC 49725,1,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
9241,protein of unknown function (DUF853),Polaribacter sp. MED152,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9242,protein of unknown function DUF107,Desulfomicrobium baculatum DSM 4028,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae
9243,protein of unknown function DUF1094,Pedobacter heparinus DSM 2366,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
9244,protein of unknown function DUF112 transmembrane,Actinosynnema mirum DSM 43827,1,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
9245,protein of unknown function DUF1304,Paenibacillus sp. JDR-2,1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
9246,protein of unknown function DUF140,Thioalkalivibrio sp. HL-EbGR7,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
9247,protein of unknown function DUF147,Sphaerobacter thermophilus DSM 20745,1,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae
9248,protein of unknown function DUF1501,Pirellula staleyi DSM 6068,2,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9249,protein of unknown function DUF1501,Planctomyces limnophilus DSM 3776,3,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9250,protein of unknown function DUF151,Pedobacter heparinus DSM 2366,3,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
9251,protein of unknown function DUF1549,Chthoniobacter flavus Ellin428,2,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
9252,protein of unknown function DUF1549,Pirellula staleyi DSM 6068,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9253,protein of unknown function DUF1549,Planctomyces brasiliensis DSM 5305,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9254,protein of unknown function DUF1549,Planctomyces limnophilus DSM 3776,9,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9255,protein of unknown function DUF1549,bacterium Ellin514,2,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,
9256,protein of unknown function DUF1552,Chthoniobacter flavus Ellin428,4,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
9257,protein of unknown function DUF1552,Planctomyces brasiliensis DSM 5305,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
9258,protein of unknown function DUF1573,Flavobacteria bacterium MS024-2A,1,Bacteroidetes,Flavobacteriia,,
9259,protein of unknown function DUF161,Actinosynnema mirum DSM 43827,1,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
9260,protein of unknown function DUF164,Flavobacteria bacterium MS024-3C,3,Bacteroidetes,Flavobacteriia,,
9261,protein of unknown function DUF1732,Flavobacteria bacterium MS024-2A,1,Bacteroidetes,Flavobacteriia,,
9262,protein of unknown function DUF182,Mesorhizobium opportunistum WSM2075,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
9263,protein of unknown function DUF188,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
9264,protein of unknown function DUF195,Flavobacteria bacterium MS024-2A,4,Bacteroidetes,Flavobacteriia,,
9265,protein of unknown function DUF199,Cellulomonas flavigena DSM 20109,2,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae
9266,protein of unknown function DUF21,Pedobacter saltans DSM 12145,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
9267,protein of unknown function DUF214,Akkermansia muciniphila ATCC BAA-835,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae
9268,protein of unknown function DUF214,Chitinophaga pinensis DSM 2588,1,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae
9269,protein of unknown function DUF214,Desulfatibacillum alkenivorans AK-01,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
9270,protein of unknown function DUF214,Eggerthella lenta DSM 2243,1,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae
9271,protein of unknown function DUF214,Methylovorus sp. SIP3-4,1,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
9272,protein of unknown function DUF255,Dyadobacter fermentans DSM 18053,2,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
9273,protein of unknown function DUF264,Methylobacterium populi BJ001,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
9274,protein of unknown function DUF264,Victivallis vadensis ATCC BAA-548,2,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae
9275,protein of unknown function DUF323,Spirosoma linguale DSM 74,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
9276,protein of unknown function DUF39,Alkalilimnicola ehrlichii MLHE-1,2,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
9277,protein of unknown function DUF395 YeeE/YedE,Anaeromyxobacter dehalogenans 2CP-1,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
9278,protein of unknown function DUF395 YeeE/YedE,Dethiosulfovibrio peptidovorans DSM 11002,1,Synergistetes,Synergistia,Synergistales,Synergistaceae
9279,protein of unknown function DUF427,Catenulispora acidiphila DSM 44928,1,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae
9280,protein of unknown function DUF455,Nitrosococcus halophilus Nc4,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
9281,protein of unknown function DUF521,Thermoanaerobacter wiegelii Rt8.B1,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
9282,protein of unknown function DUF6 transmembrane,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
9283,protein of unknown function DUF885,Flavobacteria bacterium MS024-2A,2,Bacteroidetes,Flavobacteriia,,
9284,protein of unknown function DUF962,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
9285,protein of unknown function UCP012535,Pedobacter saltans DSM 12145,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
9286,protein of unknown function UPF0005,Methylobacter tundripaludum SV96,1,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae
9287,protein of unknown function UPF0027,Methanothermococcus okinawensis IH1,1,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae
9288,protein of unknown function UPF0061,Acidithiobacillus ferrooxidans ATCC 53993,3,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae
9289,protein of unknown function UPF0182,Jonesia denitrificans DSM 20603,1,Actinobacteria,Actinobacteria,Micrococcales,Jonesiaceae
9290,protein phosphatase,Danio rerio,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae
9291,protein phosphatase 1,Pelobacter carbinolicus DSM 2380,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
9292,protein phosphatase 2,Phytophthora infestans T30-4,2,,Oomycetes,Peronosporales,
9293,protein phosphatase 2A-4,Arabidopsis lyrata subsp. lyrata,3,Streptophyta,,Brassicales,Brassicaceae
9294,protein phosphatase Slingshot homolog 3,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae
9295,protein pufQ,Dinoroseobacter shibae DFL 12,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9296,protein serine phosphatase with GAF(s) sensor(s),Opitutus terrae PB90-1,1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
9297,protein serine/threonine kinase 1,Babesia bovis T2Bo,1,Apicomplexa,Aconoidasida,,Babesiidae
9298,protein tas,alpha proteobacterium HIMB114,27,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
9299,protein translocase subunit secF,Saccharophagus degradans 2-40,3,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
9300,protein translocase subunit seca,Marivirga tractuosa DSM 4126,6,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
9301,protein tyrosine phosphatase,Coprinopsis cinerea okayama7#130,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae
9302,protein tyrosine phosphatase,Thiomicrospira crunogena XCL-2,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
9303,protein tyrosine/serine phosphatase,Catenulispora acidiphila DSM 44928,1,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae
9304,protein with 2 bromo domains,Cryptosporidium parvum Iowa II,1,Apicomplexa,Coccidia,Eucoccidiorida,Cryptosporidiidae
9305,protein-L-isoaspartate O-methyltransferase domain-containing protein 2,Loa loa,3,Nematoda,Chromadorea,Spirurida,Onchocercidae
9306,protein-export chaperone SecB,Ahrensia sp. R2A130,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9307,protein-export membrane protein SECD,Candidatus Pelagibacter ubique HTCC1062,38,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
9308,protein-export membrane protein SecD,Anaeromyxobacter dehalogenans 2CP-C,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
9309,protein-export membrane protein SecD,Flavobacteria bacterium MS024-3C,12,Bacteroidetes,Flavobacteriia,,
9310,protein-export membrane protein SecD,Maritimibacter alkaliphilus HTCC2654,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9311,protein-export membrane protein SecD,Rhodothermus marinus DSM 4252,1,Bacteroidetes,,,Rhodothermaceae
9312,protein-export membrane protein SecD,Sagittula stellata E-37,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9313,protein-export membrane protein SecD,Xylanimonas cellulosilytica DSM 15894,1,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
9314,protein-export membrane protein SecF,Beutenbergia cavernae DSM 12333,1,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae
9315,protein-export membrane protein SecF,Halothermothrix orenii H 168,1,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae
9316,protein-export membrane protein SecF,Nitrosococcus oceani AFC27,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
9317,protein-export membrane protein SecF,Sulfitobacter sp. NAS-14.1,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9318,protein-export membrane protein SecF,marine gamma proteobacterium HTCC2148,1,,,,
9319,protein-export protein Sec,Roseobacter litoralis Och 149,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9320,protein-export protein SecB,Allochromatium vinosum DSM 180,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
9321,protein-export protein SecB,marine gamma proteobacterium HTCC2080,2,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
9322,protein-export translocase protein,Fulvimarina pelagi HTCC2506,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
9323,protein-tyrosine-phosphatase,Bacillus cereus E33L,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
9324,protein-tyrosine-phosphatase,Flavobacteriales bacterium ALC-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
9325,proteolytic subunit of clpA-clpP ATP-dependent serine protease,Xenorhabdus nematophila ATCC 19061,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
9326,protocatechuate,gamma proteobacterium NOR5-3,1,Chordata,Mammalia,Primates,Hominidae
9327,protoheme IX farnesyltransferase,Coraliomargarita akajimensis DSM 45221,1,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
9328,protoheme IX farnesyltransferase,Labrenzia aggregata IAM 12614,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9329,protoheme IX farnesyltransferase,Methylophilales bacterium HTCC2181,3,Proteobacteria,Betaproteobacteria,Methylophilales,
9330,protoheme IX farnesyltransferase,Parvibaculum lavamentivorans DS-1,7,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
9331,protoheme IX farnesyltransferase,Polaromonas sp. JS666,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
9332,protoheme IX farnesyltransferase,Pseudomonas fluorescens SBW25,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
9333,protoheme IX farnesyltransferase,Rhodopseudomonas palustris HaA2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
9334,protoheme IX farnesyltransferase,Sphingobacterium spiritivorum ATCC 33861,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
9335,protoheme IX farnesyltransferase,Verminephrobacter eiseniae EF01-2,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
9336,protoheme IX farnesyltransferase,alpha proteobacterium HIMB114,11,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
9337,protoheme IX farnesyltransferase,marine gamma proteobacterium HTCC2148,2,,,,
9338,proton-dependent oligopeptide transport (POT) family protein,Arabidopsis thaliana,1,Streptophyta,,Brassicales,Brassicaceae
9339,proton-translocating NADH-quinone oxidoreductas,Afipia sp. 1NLS2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
9340,proton-translocating NADH-quinone oxidoreductas,Alkalilimnicola ehrlichii MLHE-1,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
9341,proton-translocating NADH-quinone oxidoreductas,Coraliomargarita akajimensis DSM 45221,3,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
9342,proton-translocating NADH-quinone oxidoreductas,Methylotenera mobilis JLW8,3,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
9343,proton-translocating NADH-quinone oxidoreductas,Rhodoferax ferrireducens T118,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
9344,proton-translocating NADH-quinone oxidoreductas,Rhodomicrobium vannielii ATCC 17100,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
9345,protoporphyrin IX magnesium chelatase subunit ChlI,Prochlorococcus marinus str. MIT 9303,9,Cyanobacteria,,Synechococcales,Prochloraceae
9346,protoporphyrin IX magnesium chelatase subunit ChlI,Prochlorococcus marinus str. MIT 9515,4,Cyanobacteria,,Synechococcales,Prochloraceae
9347,protoporphyrin IX magnesium-chelatase,cyanobacterium UCYN-A,10,Cyanobacteria,,Chroococcales,Aphanothecaceae
9348,pseudouridine synthas,Flavobacteriales bacterium ALC-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
9349,pseudouridine synthase,Alkaliphilus oremlandii OhILAs,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
9350,pseudouridine synthase,Bacillus licheniformis ATCC 14580,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
9351,pseudouridine synthase,Marinomonas sp. MWYL1,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
9352,pseudouridine synthase,Pseudomonas aeruginosa C3719,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
9353,pseudouridine synthase,Roseiflexus sp. RS-1,1,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
9354,pseudouridylate synthas,Alteromonas macleodii ATCC 27126,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
9355,pseudouridylate synthase (ribosomal large subunit pseudouridine synthase B),Cytophaga hutchinsonii ATCC 33406,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
9356,pseudouridylate synthase LSU rRNA-specific,Vibrio mimicus VM223,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
9357,pseudouridylate synthase Rlu family protein,Idiomarina loihiensis L2TR,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
9358,pterin-4-alpha-carbinolamine dehydratase,Candidatus Pelagibacter sp. HTCC7211,2,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
9359,pterin-4-alpha-carbinolamine dehydratase,Dinoroseobacter shibae DFL 12,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
9360,pullulanase,Bacillus anthracis str. ''Ames Ancestor'',4,Firmicutes,Bacilli,Bacillales,Bacillaceae
9361,purine nucleoside phosphorylase,Enterococcus faecium D344SRF,1,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae
9362,purine nucleoside phosphorylase,Janibacter sp. HTCC2649,1,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae
9363,purine nucleotide phosphorylase,Cellulomonas flavigena DSM 20109,1,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae
9364,purine phosphorylase family 1,Methylobacterium sp. 4-46,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
9365,putative,Clavibacter michiganensis subsp. michiganensis NCPPB 382,3,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
9366,putative,Rhodococcus opacus B4,1,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
9367,putative (acyl-carrier-protein) S-malonyltransferase,Arthrobacter chlorophenolicus A6,5,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
9368,putative 2-aminomuconate deaminase,Geobacillus thermodenitrificans NG80-2,2,Firmicutes,Bacilli,Bacillales,Bacillaceae
9369,putative 2OG-Fe(II) oxygenase superfamily protein,Polaribacter irgensii 23-P,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9370,putative 2OG-Fe(II) oxygenase superfamily protein,Xanthomonas campestris pv. vesicatoria str. 85-10,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
9371,putative 3-oxoacyl-[acyl-carrier protein,Polaribacter irgensii 23-P,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
9372,putative 3-oxoacyl-[acyl-carrier-protein,Leeuwenhoekiella blandensis MED217,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
