,gene function,organism,nador_1_counts,phylum,class,order,family
11120,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Clostridium botulinum F str. Langeland,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
11121,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Francisella philomiragia subsp. philomiragia ATCC 25017,1.67,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
11122,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Limnobacter sp. MED105,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11123,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Shewanella baltica OS155,1.64,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
11124,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Teredinibacter turnerae T7901,3.98,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
11125,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,Verrucomicrobiae bacterium DG1235,0.0,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,
11126,tRNA(5-methylaminomethyl-2-thiouridylate)-methyl transferase,Meiothermus ruber DSM 1279,0.0,,Deinococci,Thermales,Thermaceae
11127,tRNA-(MS[2,Alcanivorax sp. DG881,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
11128,tRNA-adenosine deaminase,Thermosediminibacter oceani DSM 16646,0.0,Firmicutes,Clostridia,Thermoanaerobacterales,
11129,tRNA-dihydrouridine synthase,Psychromonas sp. CNPT3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
11130,tRNA-dihydrouridine synthase A,Burkholderia multivorans ATCC 17616,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11131,tRNA-dihydrouridine synthase A,Rhodobacter capsulatus SB 1003,4.81,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11132,tRNA-dihydrouridine synthase A,Roseobacter sp. MED193,1.61,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11133,tRNA-dihydrouridine synthase A,Shewanella pealeana ATCC 700345,3.28,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
11134,tRNA-dihydrouridine synthase A,Vibrio splendidus LGP32,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
11135,tRNA-dihydrouridine synthase B,Shigella flexneri 5 str. 8401,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
11136,tRNA-guanine transglycosylase,Paludibacter propionicigenes WB4,4.2,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
11137,tRNA-i(6)A37 thiotransferase enzyme MiaB,Maritimibacter alkaliphilus HTCC2654,8.19,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11138,tRNA-i(6)A37 thiotransferase enzyme MiaB,Selenomonas sp. oral taxon 137 str. F0430,0.0,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae
11139,tRNA-i(6)a37 thiotransferase enzyme miab,Leadbetterella byssophila DSM 17132,2.4,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
11140,tRNA-specific 2-thiouridylase MnmA,Erythrobacter litoralis HTCC2594,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
11141,tRNA-specific 2-thiouridylase MnmA,Pseudomonas fluorescens Pf-5,3.27,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11142,tRNA-specific 2-thiouridylase MnmA,Pseudomonas syringae pv. phaseolicola 1448A,1.59,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11143,tRNA-specific 2-thiouridylase MnmA,Rhodobacter sphaeroides ATCC 17025,3.32,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11144,tRNA-specific 2-thiouridylase MnmA,Shewanella sp. ANA-3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
11145,tRNA-specific adenosine deaminase,Rhodobacter capsulatus SB 1003,4.95,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11146,tRNA/rRNA methyltransferase,Bacteroides thetaiotaomicron VPI-5482,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
11147,tRNA/rRNA methyltransferase,Rickettsia massiliae MTU5,0.0,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
11148,tRNA/rRNA methyltransferase (SpoU),Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11149,tRNA/rRNA methyltransferase (SpoU),Flavobacterium johnsoniae UW101,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11150,tRNA/rRNA methyltransferase (SpoU),Mycobacterium vanbaalenii PYR-1,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
11151,tRNA/rRNA methyltransferase (SpoU),Sideroxydans lithotrophicus ES-1,0.0,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
11152,tRNA/rRNA methyltransferase (SpoU),Synechococcus sp. BL107,5.8,Cyanobacteria,,Synechococcales,Synechococcaceae
11153,tRNA/rRNA methyltransferase (SpoU),Synechococcus sp. RS9916,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
11154,tail fiber protein,Enterobacteria phage T7,2.4,,,Caudovirales,Podoviridae
11155,tail protein Pb4,Enterobacteria phage T5,0.0,,,Caudovirales,Siphoviridae
11156,tail-specific protease,Gramella forsetii KT0803,25.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11157,tartrate dehydrogenase,Magnetospirillum magneticum AMB-1,1.69,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
11158,tartrate dehydrogenase,Rhodoferax ferrireducens T118,2.37,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
11159,tartrate dehydrogenase,alpha proteobacterium HIMB114,40.32,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
11160,tatd-related deoxyribonuclease,Leadbetterella byssophila DSM 17132,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
11161,taurine ABC transporte,Pseudomonas syringae pv. tomato str. DC3000,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11162,taurine ABC transporte,Roseobacter denitrificans OCh 114,28.58,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11163,taurine dioxygenase,Escherichia coli E24377A,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
11164,taurine--pyruvate aminotransferase,Pelagibaca bermudensis HTCC2601,4.14,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11165,tegument protein US11,Human herpesvirus 1,0.0,,,Herpesvirales,Herpesviridae
11166,terminase,Bacteriophage APSE-2,0.0,,,Caudovirales,Podoviridae
11167,terminase,Phage phiJL001,0.0,,,Caudovirales,Siphoviridae
11168,terminase large subuni,Brucella suis 1330,1.69,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
11169,terminase large subunit,Methylobacterium extorquens PA1,4.08,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
11170,tetraacyldisaccharide 4''-kinase,Mucilaginibacter paludis DSM 18603,1.72,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11171,tetracycline resistance protein,Rhodobacteraceae bacterium HTCC2150,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11172,tetrahydrofolate dehydrogenase/cyclohydrolas,Alcanivorax sp. DG881,14.58,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
11173,tetrahydrofolate synthase,Bacteroidetes oral taxon 274 str. F0058,1.56,Bacteroidetes,,,
11174,tetrapyrrole (Corrin/Porphyrin) methylase domain protein,Methylophilales bacterium HTCC2181,1.64,Proteobacteria,Betaproteobacteria,Methylophilales,
11175,tetrapyrrole methylase,Aeromicrobium marinum DSM 15272,0.0,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
11176,tetrapyrrole methylase family protein,Arabidopsis thaliana,1.72,Streptophyta,,Brassicales,Brassicaceae
11177,tetrapyrrole methylase family protein,Hyphomonas neptunium ATCC 15444,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
11178,tetratricopeptide TPR_2,Methylobacillus flagellatus KT,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
11179,tetratricopeptide repeat domain protein,Neosartorya fischeri NRRL 181,0.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae
11180,tetratricopeptide repeat family protein,Candidatus Pelagibacter sp. HTCC7211,114.07,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
11181,thermophilic serine proteinase,Microscilla marina ATCC 23134,0.0,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
11182,thermostable carboxypeptidas,Roseobacter denitrificans OCh 114,14.83,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11183,thiamin ABC transporter membrane protein,Marinobacter sp. ELB17,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
11184,thiamin biosynthesis lipoprotein,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11185,thiamine ABC transporter periplasmic-binding protein,Marinomonas sp. MWYL1,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
11186,thiamine biosynthesis lipoprotein,Yersinia pestis Pestoides F,1.69,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
11187,thiamine biosynthesis lipoprotein ApbE,Escherichia coli 83972,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
11188,thiamine biosynthesis lipoprotein ApbE precursor,Polaribacter irgensii 23-P,4.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11189,thiamine biosynthesis protein ThiC,Burkholderia ambifaria IOP40-10,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11190,thiamine biosynthesis protein ThiC,Chthoniobacter flavus Ellin428,4.01,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
11191,thiamine biosynthesis protein ThiC,Colwellia psychrerythraea 34H,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
11192,thiamine biosynthesis protein ThiC,Helicobacter hepaticus ATCC 51449,0.0,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
11193,thiamine biosynthesis protein ThiH,Photobacterium profundum SS9,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
11194,thiamine pyrophosphate protein,Bordetella pertussis Tohama I,2.41,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
11195,thiamine pyrophosphate protein,Burkholderia cenocepacia AU 1054,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11196,thiamine transporter substrate binding subunit,Rhodobacter sphaeroides KD131,4.99,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11197,thiamine-monophosphate kinase,Chthoniobacter flavus Ellin428,1.7,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
11198,thiamine-phosphate kinase,Capnocytophaga gingivalis ATCC 33624,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11199,thiamine-phosphate kinase,Mucilaginibacter paludis DSM 18603,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11200,thiazole synthase,Hirschia baltica ATCC 49814,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
11201,thioesterase family protein,Rhodobacterales bacterium Y4I,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
11202,thioesterase superfamily protein,Dinoroseobacter shibae DFL 12,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11203,thioesterase superfamily protein,Flavobacterium johnsoniae UW101,7.39,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11204,thioesterase superfamily protein,Pedobacter heparinus DSM 2366,1.6,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11205,thiol-specific antioxidant related protein,Thermoplasma acidophilum DSM 1728,0.0,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae
11206,thiol:disulfide interchange protei,Roseobacter sp. MED193,3.29,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11207,thiol:disulfide interchange protein,Parabacteroides distasonis ATCC 8503,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
11208,thiolase,Bordetella bronchiseptica RB50,3.48,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
11209,thiolase,Rhodococcus jostii RHA1,1.5,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
11210,thioredoxin,Capnocytophaga ochracea DSM 7271,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11211,thioredoxin,Jannaschia sp. CCS1,1.67,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11212,thioredoxin,Nakamurella multipartita DSM 44233,1.65,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae
11213,thioredoxin,Prosthecochloris aestuarii DSM 271,0.0,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
11214,thioredoxin,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11215,thioredoxin,Roseobacter sp. MED193,5.7,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11216,thioredoxin domain-containing protein,Chlorobium phaeobacteroides DSM 266,1.64,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
11217,thioredoxin peroxidase,Synechococcus sp. WH 5701,3.23,Cyanobacteria,,Synechococcales,Synechococcaceae
11218,thioredoxin reductas,Bradyrhizobium sp. ORS278,2.49,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
11219,thioredoxin reductase,Acidiphilium cryptum JF-5,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
11220,thioredoxin reductase,Arthrobacter chlorophenolicus A6,0.0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
11221,thioredoxin reductase,Glaciecola sp. HTCC2999,1.71,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
11222,thioredoxin reductase,Gluconobacter oxydans 621H,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
11223,thioredoxin reductase,Leeuwenhoekiella blandensis MED217,7.51,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11224,thioredoxin reductase,Paracoccus denitrificans PD1222,1.71,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11225,thioredoxin reductase,Pedobacter saltans DSM 12145,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11226,thioredoxin reductase,Phenylobacterium zucineum HLK1,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
11227,thioredoxin reductase,Psychrobacter sp. PRwf-1,5.83,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
11228,thioredoxin reductase,Rhizobium leguminosarum bv. trifolii WSM2304,1.56,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
11229,thioredoxin reductase protein,Sinorhizobium meliloti 1021,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
11230,thioredoxin-disulfide reductase,Acinetobacter radioresistens SH164,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
11231,thioredoxin-disulfide reductase,Arthrobacter arilaitensis Re117,0.0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
11232,thioredoxin-disulfide reductase,Burkholderia vietnamiensis G4,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11233,thioredoxin-disulfide reductase,Ruegeria pomeroyi DSS-3,9.27,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11234,thioredoxin-disulfide reductase,unidentified eubacterium SCB49,1.64,,,,
11235,thioredoxin-related,Nitrobacter winogradskyi Nb-255,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
11236,thiosulfate reductas,Roseobacter sp. CCS2,3.96,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11237,thiosulfate sulfurtransferase,Deinococcus geothermalis DSM 11300,0.0,,Deinococci,Deinococcales,Deinococcaceae
11238,threonine 3-dehydrogenas,Methylophilales bacterium HTCC2181,26.94,Proteobacteria,Betaproteobacteria,Methylophilales,
11239,threonine dehydratase,Anoxybacillus flavithermus WK1,0.0,Firmicutes,Bacilli,Bacillales,Bacillaceae
11240,threonine dehydratase,Bradyrhizobium sp. ORS278,1.69,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
11241,threonine dehydratase,Geobacter uraniireducens Rf4,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
11242,threonine dehydratase,Streptosporangium roseum DSM 43021,0.0,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae
11243,threonine synthase,Coraliomargarita akajimensis DSM 45221,2.22,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
11244,threonine synthase,Gramella forsetii KT0803,5.08,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11245,threonine synthase,Granulibacter bethesdensis CGDNIH1,4.25,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
11246,threonine synthase,Methylovorus sp. MP688,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
11247,threonine synthase,Neptuniibacter caesariensis,2.41,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
11248,threonine synthase,Rhodobacterales bacterium HTCC2255,1.73,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
11249,threonine synthase,Thioalkalivibrio sp. K90mix,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
11250,threonine synthase,Xylella fastidiosa Temecula1,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
11251,threonyl tRNA synthase,Legionella drancourtii LLAP12,0.0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
11252,threonyl-tRNA synthetase,Borrelia burgdorferi 64b,0.0,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae
11253,threonyl-tRNA synthetase,Brucella melitensis bv. 1 str. Rev.1,4.19,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
11254,threonyl-tRNA synthetase,Clostridium thermocellum ATCC 27405,1.64,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
11255,threonyl-tRNA synthetase,Haemophilus influenzae Rd KW20,2.5,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
11256,threonyl-tRNA synthetase,Hoeflea phototrophica DFL-43,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
11257,threonyl-tRNA synthetase,Phaeobacter gallaeciensis BS107,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11258,threonyl-tRNA synthetase,Pseudomonas fluorescens Pf-5,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11259,threonyl-tRNA synthetase,Pseudovibrio sp. JE062,2.33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11260,threonyl-tRNA synthetase,Psychroflexus torquis ATCC 700755,6.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11261,threonyl-tRNA synthetase,Spirochaeta thermophila DSM 6192,0.0,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae
11262,threonyl-tRNA synthetase,Victivallis vadensis ATCC BAA-548,4.03,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae
11263,threonyl-tRNA synthetase / threonine--tRNA ligase (THRRS),Arabidopsis thaliana,0.0,Streptophyta,,Brassicales,Brassicaceae
11264,thymidine kinase,Clavibacter michiganensis subsp. michiganensis NCPPB 382,5.61,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
11265,thymidine kinase,Photorhabdus luminescens subsp. laumondii TTO1,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
11266,thymidine kinase,Sphingopyxis alaskensis RB2256,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
11267,thymidine phosphorylase,Ralstonia eutropha H16,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11268,thymidine phosphorylase,Saccharopolyspora erythraea NRRL 2338,0.0,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
11269,thymidylate kinase,Sphingobacterium spiritivorum ATCC 33861,3.88,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11270,thymidylate kinase,Synechococcus sp. WH 8109,6.59,Cyanobacteria,,Synechococcales,Synechococcaceae
11271,thymidylate synthas,Rhodobacteraceae bacterium KLH11,11.53,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11272,thymidylate synthase,Acholeplasma laidlawii PG-8A,1.61,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae
11273,thymidylate synthase,Bacteroides sp. 1_1_14,3.28,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
11274,thymidylate synthase,Chromobacterium violaceum ATCC 12472,4.07,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae
11275,thymidylate synthase,Hahella chejuensis KCTC 2396,3.37,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
11276,thymidylate synthase,Marivirga tractuosa DSM 4126,0.0,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
11277,thymidylate synthase,Mycoplasma pulmonis UAB CTIP,2.47,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae
11278,thymidylate synthase,Nocardioides sp. JS614,1.67,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
11279,thymidylate synthase,Paenibacillus sp. Y412MC10,1.56,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
11280,thymidylate synthase,Paludibacter propionicigenes WB4,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
11281,thymidylate synthase,Rhizobium etli CFN 42,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
11282,thymidylate synthase,Rhodospirillum centenum SW,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
11283,thymidylate synthase,Shewanella oneidensis MR-1,1.55,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
11284,thymidylate synthase,beta proteobacterium KB13,2.43,Proteobacteria,Betaproteobacteria,Methylophilales,
11285,thymidylate synthase complementing protein ThyX,Bacteroides sp. 2_1_7,1.65,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae
11286,thymidylate synthase complementing protein ThyX,Conexibacter woesei DSM 14684,0.0,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae
11287,thymidylate synthetase,Pedobacter sp. BAL39,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
11288,tim-barrel protei,Methylovorus sp. MP688,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
11289,tolR protein,Bradyrhizobium japonicum USDA 110,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
11290,tonB-dependent Receptor Plug domain protein,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11291,tonB-dependent outer membrane recepto,Rhodospirillum centenum SW,1.66,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
11292,tonb-dependent receptor,Marivirga tractuosa DSM 4126,22.68,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
11293,transaldolas,Heliobacterium modesticaldum Ice1,0.0,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae
11294,transaldolase,beta proteobacterium KB13,2.5,Proteobacteria,Betaproteobacteria,Methylophilales,
11295,transaldolase,marine gamma proteobacterium HTCC2143,0.0,Chordata,Mammalia,Rodentia,Muridae
11296,transaldolase B,Hahella chejuensis KCTC 2396,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
11297,transaldolase/EF-hand domain-containing protein,Synechococcus sp. JA-3-3Ab,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
11298,transcription antitermination factor NusB,Silicibacter lacuscaerulensis ITI-1157,1.67,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11299,transcription antitermination protein,Gramella forsetii KT0803,19.75,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11300,transcription antitermination protein NusG,Laribacter hongkongensis HLHK9,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae
11301,transcription antitermination protein NusG,Prochlorococcus marinus str. MIT 9303,0.0,Cyanobacteria,,Synechococcales,Prochloraceae
11302,transcription elongation factor GreA,Gramella forsetii KT0803,7.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11303,transcription elongation factor GreA,Pseudomonas syringae pv. tomato T1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11304,transcription elongation factor GreA,Reinekea blandensis MED297,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
11305,transcription elongation factor GreA,Rhodobacteraceae bacterium HTCC2150,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11306,transcription elongation factor GreB,Vibrio fischeri ES114,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
11307,transcription elongation factor NusA,Flavobacterium johnsoniae UW101,12.38,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11308,transcription elongation factor NusA,Gluconacetobacter hansenii ATCC 23769,1.62,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
11309,transcription elongation factor NusA,Legionella drancourtii LLAP12,1.67,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
11310,transcription elongation factor NusA,Maribacter sp. HTCC2170,17.39,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11311,transcription elongation factor NusA,Methylotenera mobilis JLW8,1.66,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
11312,transcription elongation factor NusA,Oceanicola batsensis HTCC2597,10.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
