,gene function,organism,nador_2_counts,phylum,class,order,family
10891,rieske domain protein,Ahrensia sp. R2A130,1.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10892,ring hydroxylating dioxygenase alpha-subunit,Agrobacterium radiobacter K84,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
10893,ring-cleaving dioxygenase,Synechococcus sp. CC9311,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
10894,rod shape-determining protein,Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535,3.42,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
10895,rod shape-determining protein MreB,Anaeromyxobacter dehalogenans 2CP-C,0.0,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
10896,rod shape-determining protein MreB,Chlorobium luteolum DSM 273,0.0,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
10897,rod shape-determining protein MreB,Flavobacterium johnsoniae UW101,24.16,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10898,rod shape-determining protein MreB,Geobacter sulfurreducens PCA,1.56,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
10899,rod shape-determining protein MreB,Gluconacetobacter diazotrophicus PAl 5,1.58,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
10900,rod shape-determining protein MreB,Nitrosomonas eutropha C91,1.69,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
10901,rod shape-determining protein MreB,Porphyromonas gingivalis W83,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
10902,rod shape-determining protein MreB,Vibrio mimicus VM223,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
10903,rod shape-determining protein MreC,Gramella forsetii KT0803,4.96,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10904,rod shape-determining protein MreD,Vibrio fischeri ES114,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
10905,rod shape-determining protein RodA,Haemophilus influenzae RdAW,1.66,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
10906,rod shape-determining protein RodA,Rhodobacteraceae bacterium KLH11,5.81,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10907,rod shape-determining protein RodA,Shewanella frigidimarina NCIMB 400,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
10908,rod shape-determining protein RodA,Shewanella halifaxensis HAW-EB4,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
10909,rod shape-determining protein RodA,Sphingomonas wittichii RW1,5.05,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
10910,rod shape-determining protein RodA,gamma proteobacterium HTCC5015,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
10911,rod-shape-determining protein RodA,Haemophilus parasuis SH0165,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
10912,rrf2 family protein,Pseudomonas syringae pv. tomato K40,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
10913,rubredoxin,Synechococcus sp. RCC307,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
10914,rubredoxin:rubrerythrin:rubredoxin-type Fe(Cys)4 protein,Prochlorococcus marinus str. MIT 9303,0.0,Cyanobacteria,,Synechococcales,Prochloraceae
10915,rubrerythrin/nigerythrin-like protein,Thiobacillus denitrificans ATCC 25259,0.0,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae
10916,rvb2-like protein,Micromonas sp. RCC299,0.0,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae
10917,ryanodine receptor 1 isoform 1,Homo sapiens,0.0,Chordata,Mammalia,Primates,Hominidae
10918,saccharopine dehydrogenase,Citromicrobium bathyomarinum JL354,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
10919,saccharopine dehydrogenase,gamma proteobacterium NOR5-3,2.38,Chordata,Mammalia,Primates,Hominidae
10920,saccharopine dehydrogenase (NAD,Jannaschia sp. CCS1,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10921,salicylate 1-monooxygenase,Candidatus Pelagibacter ubique HTCC1002,7.2,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
10922,salicylate hydroxylase,Caulobacter crescentus NA1000,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
10923,salicylyl-CoA 5-hydroxylase,Azorhizobium caulinodans ORS 571,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
10924,sarcosine dehydrogenase,Candidatus Pelagibacter ubique HTCC1002,22.05,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
10925,sarcosine dehydrogenase,Sinorhizobium fredii NGR234,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
10926,sarcosine oxidas,Fulvimarina pelagi HTCC2506,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
10927,sarcosine oxidas,Hyphomicrobium denitrificans ATCC 51888,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
10928,sarcosine oxidas,Loktanella vestfoldensis SKA53,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10929,sarcosine oxidas,Methylobacterium extorquens AM1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
10930,sarcosine oxidas,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10931,sarcosine oxidas,Starkeya novella DSM 506,1.52,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
10932,sarcosine oxidase alpha subunit family protein,Jannaschia sp. CCS1,6.8,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10933,sarcosine oxidase beta subunit,Candidatus Pelagibacter sp. HTCC7211,38.57,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
10934,sarcosine oxidase subunit alpha family,Candidatus Puniceispirillum marinum IMCC1322,12.33,Proteobacteria,Alphaproteobacteria,,
10935,sarcosine oxidase subunit beta,Thalassiobium sp. R2A62,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10936,sarcosine oxidase subunit delta,Thalassiobium sp. R2A62,6.66,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10937,scaffold protein,Aeromonas salmonicida subsp. salmonicida A449,0.0,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
10938,sec-independent protein translocase,unidentified eubacterium SCB49,2.42,,,,
10939,sec-independent translocation protein mttA/Hcf106,Flavobacteria bacterium MS024-2A,8.08,Bacteroidetes,Flavobacteriia,,
10940,secreted or periplasmic 5''-nucleotidase,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10941,secreted protein,Gramella forsetii KT0803,8.18,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10942,secreted protein,gamma proteobacterium NOR5-3,15.83,Chordata,Mammalia,Primates,Hominidae
10943,secreted protein,marine actinobacterium PHSC20C1,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
10944,secreted subtilase family protein,Gramella forsetii KT0803,5.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10945,secreted transglycosylase,Streptomyces avermitilis MA-4680,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
10946,secretion protein HlyD,Geobacter metallireducens GS-15,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
10947,secretion protein HlyD family protein,Sphingomonas wittichii RW1,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
10948,segregation and condensation protein A,Pelagibaca bermudensis HTCC2601,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10949,segregation and condensation protein B,Congregibacter litoralis KT71,5.75,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
10950,segregation and condensation protein B,gamma proteobacterium NOR51-B,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
10951,selenid,Syntrophobacter fumaroxidans MPOB,0.0,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae
10952,selenium-binding protei,Sagittula stellata E-37,1.72,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10953,selenium-binding protein 1,Mus musculus,0.0,Chordata,Mammalia,Rodentia,Muridae
10954,selenocysteine lyase,Leeuwenhoekiella blandensis MED217,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10955,selenocysteine synthase,Aggregatibacter actinomycetemcomitans D11S-1,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
10956,selenocysteine synthase,Desulfovibrio vulgaris str. ''Miyazaki F'',0.0,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
10957,selenocysteine-specific translation elongation factor,Anaeromyxobacter sp. Fw109-5,0.0,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
10958,selenocysteine-specific translation elongation factor,Burkholderia cenocepacia MC0-3,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
10959,selenophosphate synthase,Rubrobacter xylanophilus DSM 9941,0.0,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae
10960,selenophosphate synthase/FAD/NAD(P)-binding domain-containing protein,Synechococcus sp. RCC307,10.63,Cyanobacteria,,Synechococcales,Synechococcaceae
10961,selenophosphate synthetase,Shewanella frigidimarina NCIMB 400,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
10962,sensor histidine kinase,Burkholderia pseudomallei 668,1.64,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
10963,sensor histidine kinase,Corynebacterium ammoniagenes DSM 20306,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
10964,sensor histidine kinase,Hyphomonas neptunium ATCC 15444,1.72,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
10965,sensor histidine kinase,Loktanella vestfoldensis SKA53,1.53,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10966,sensor histidine kinase,Pelagibaca bermudensis HTCC2601,1.64,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10967,sensor histidine kinase,Rhodobacter capsulatus SB 1003,4.05,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10968,sensor histidine kinase,Roseovarius sp. TM1035,2.51,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10969,sensor histidine kinase,Vibrio cholerae CIRS101,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
10970,sensor histidine kinase,marine gamma proteobacterium HTCC2080,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
10971,sensor histidine kinase (two component sensor),Candidatus Pelagibacter sp. HTCC7211,72.64,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
10972,sensor histidine kinase ChvG,Roseovarius sp. 217,4.1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10973,sensor histidine kinase ChvG,Sulfitobacter sp. NAS-14.1,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10974,sensor protein fixL,Azorhizobium caulinodans ORS 571,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
10975,sensor/response regulator hybrid protein,Chromobacterium violaceum ATCC 12472,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae
10976,sensory box histidine kinase/response regulator,Roseobacter sp. SK209-2-6,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10977,sensory box histidine kinase/response regulator,Sulfitobacter sp. EE-36,2.62,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10978,sensory box/GGDEF family protein,Erythrobacter sp. NAP1,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
10979,sensory transduction histidine kinase,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10980,septum formation protein Maf,marine gamma proteobacterium HTCC2148,0.0,,,,
10981,septum site-determining protein MinD,Cyanothece sp. PCC 7425,0.0,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
10982,serine O-acetyltransferase,Acidithiobacillus ferrooxidans ATCC 53993,0.0,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae
10983,serine O-acetyltransferase,Marinomonas sp. MWYL1,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
10984,serine O-acetyltransferase,Paracoccus denitrificans PD1222,1.58,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10985,serine acetyltransferase,Psychromonas ingrahamii 37,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
10986,serine acetyltransferase,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
10987,serine family amino acid catabolism-related protei,Cryptococcus neoformans var. neoformans JEC21,1.59,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae
10988,serine hydroxymethyltransferase,Arthrobacter aurescens TC1,0.0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
10989,serine hydroxymethyltransferase,Bacillus amyloliquefaciens FZB42,0.0,Firmicutes,Bacilli,Bacillales,Bacillaceae
10990,serine hydroxymethyltransferase,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),1.56,Proteobacteria,Gammaproteobacteria,,
10991,serine hydroxymethyltransferase,Capnocytophaga ochracea DSM 7271,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
10992,serine hydroxymethyltransferase,Desulfitobacterium hafniense DCB-2,0.0,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
10993,serine hydroxymethyltransferase,Lactobacillus brevis ATCC 367,0.0,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
10994,serine hydroxymethyltransferase,Oceanibulbus indolifex HEL-45,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10995,serine hydroxymethyltransferase,Polaromonas naphthalenivorans CJ2,2.43,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
10996,serine hydroxymethyltransferase,Pseudomonas mendocina ymp,2.52,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
10997,serine hydroxymethyltransferase,Roseobacter denitrificans OCh 114,3.18,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
10998,serine hydroxymethyltransferase,Staphylococcus carnosus subsp. carnosus TM300,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
10999,serine hydroxymethyltransferase,Streptomyces lividans TK24,1.59,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
11000,serine hydroxymethyltransferase,Sulfitobacter sp. NAS-14.1,1.61,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11001,serine hydroxymethyltransferase,Synechococcus sp. WH 7803,3.25,Cyanobacteria,,Synechococcales,Synechococcaceae
11002,serine hydroxymethyltransferase,Synechococcus sp. WH 8109,17.32,Cyanobacteria,,Synechococcales,Synechococcaceae
11003,serine protease,Bacteroides sp. 4_3_47FAA,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
11004,serine protease,Rhodobacter sphaeroides 2.4.1,1.63,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11005,serine protease DegP,Colwellia psychrerythraea 34H,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
11006,serine protein kinase,Azospirillum sp. B510,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
11007,serine--glyoxylate aminotransferase,Aurantimonas manganoxydans SI85-9A1,1.74,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
11008,serine-glyoxylate aminotransferase,Mesorhizobium loti MAFF303099,9.31,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
11009,serine/threonine kinase,Leptospira interrogans serovar Lai str. 56601,1.58,Spirochaetes,Spirochaetia,,Leptospiraceae
11010,serine/threonine protein kinase,Janthinobacterium sp. Marseille,2.33,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
11011,serine/threonine protein kinase,Myxococcus xanthus DK 1622,0.0,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae
11012,serine/threonine protein kinase,Streptomyces viridochromogenes DSM 40736,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
11013,serine/threonine protein kinase,Verrucomicrobium spinosum DSM 4136,0.0,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
11014,serine/threonine protein kinase with Chase2 sensor,Desulfococcus oleovorans Hxd3,0.0,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
11015,serine/threonine protein kinase with Chase2 sensor,Rhodoferax ferrireducens T118,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
11016,serine/threonine protein kinase with PASTA sensor(s),Nakamurella multipartita DSM 44233,1.64,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae
11017,serine/threonine protein kinase-like protein,Streptosporangium roseum DSM 43021,0.0,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae
11018,serine/threonine protein phosphatase,Cyanothece sp. CCY0110,0.0,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
11019,serine/threonine protein phosphatase 2A,Culex quinquefasciatus,0.0,Arthropoda,Insecta,Diptera,Culicidae
11020,serine/threonine transporter SstT,Citrobacter sp. 30_2,1.71,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
11021,serine/threonine-protein phosphatase 5,Mus musculus,1.72,Chordata,Mammalia,Rodentia,Muridae
11022,serine/threonine-protein phosphatase PP1-alpha catalytic subunit isoform 3,Homo sapiens,0.0,Chordata,Mammalia,Primates,Hominidae
11023,seryl-tRNA synthetase,Bacillus amyloliquefaciens FZB42,2.48,Firmicutes,Bacilli,Bacillales,Bacillaceae
11024,seryl-tRNA synthetase,Delftia acidovorans SPH-1,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
11025,seryl-tRNA synthetase,Desulfovibrio vulgaris str. Hildenborough,3.24,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
11026,seryl-tRNA synthetase,Dictyoglomus thermophilum H-6-12,2.54,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae
11027,seryl-tRNA synthetase,Flavobacteria bacterium MS024-2A,7.45,Bacteroidetes,Flavobacteriia,,
11028,seryl-tRNA synthetase,Haemophilus influenzae 7P49H1,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
11029,seryl-tRNA synthetase,Lactococcus lactis subsp. cremoris SK11,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
11030,seryl-tRNA synthetase,Mycobacterium smegmatis str. MC2 155,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
11031,seryl-tRNA synthetase,Nitrosomonas eutropha C91,2.39,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
11032,seryl-tRNA synthetase,Psychromonas sp. CNPT3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
11033,seryl-tRNA synthetase,Rhodobacter sphaeroides ATCC 17025,11.32,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11034,seryl-tRNA synthetase,Thermobifida fusca YX,1.68,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
11035,seryl-tRNA synthetase sers,Mycobacterium tuberculosis T85,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
11036,shikimate 5-dehydrogenase,Azoarcus sp. BH72,0.0,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
11037,shikimate 5-dehydrogenase,Candidatus Sulcia muelleri SMDSEM,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,
11038,shikimate 5-dehydrogenase,Clostridium botulinum E3 str. Alaska E43,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
11039,shikimate 5-dehydrogenase,Parvibaculum lavamentivorans DS-1,5.69,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
11040,shikimate 5-dehydrogenase,Rhodobacter sphaeroides ATCC 17025,1.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11041,shikimate dehydrogenase,Novosphingobium aromaticivorans DSM 12444,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
11042,shikimate kinase,Clostridium botulinum A2 str. Kyoto,0.0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
11043,shikimate kinase,Synechococcus sp. RCC307,1.7,Cyanobacteria,,Synechococcales,Synechococcaceae
11044,short chain dehydrogenas,Alcanivorax borkumensis SK2,2.51,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
11045,short chain dehydrogenase,Acinetobacter sp. ADP1,1.58,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
11046,short chain dehydrogenase,Burkholderia oklahomensis C6786,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11047,short chain dehydrogenase,Burkholderia sp. 383,3.44,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11048,short chain dehydrogenase,Chlorobium phaeobacteroides DSM 266,2.37,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
11049,short chain dehydrogenase,Jannaschia sp. CCS1,7.53,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11050,short chain dehydrogenase,Magnetospirillum magneticum AMB-1,6.63,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
11051,short chain dehydrogenase,Phenylobacterium zucineum HLK1,3.17,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
11052,short chain dehydrogenase,Pseudomonas fluorescens SBW25,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11053,short chain dehydrogenase,Ralstonia solanacearum GMI1000,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11054,short chain dehydrogenase,Rhodococcus jostii RHA1,1.43,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
11055,short chain dehydrogenase,Robiginitalea biformata HTCC2501,4.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11056,short chain dehydrogenase,Roseobacter denitrificans OCh 114,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11057,short chain dehydrogenase,Sinorhizobium meliloti 1021,3.33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
11058,short chain dehydrogenase,Streptomyces griseus subsp. griseus NBRC 13350,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
11059,short chain dehydrogenase,Synechococcus sp. CC9902,1.56,Cyanobacteria,,Synechococcales,Synechococcaceae
11060,short chain dehydrogenase,Synechococcus sp. WH 5701,3.28,Cyanobacteria,,Synechococcales,Synechococcaceae
11061,short chain dehydrogenase,marine gamma proteobacterium HTCC2080,4.99,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
11062,short chain dehydrogenase/reductase family oxidoreductase,Myxococcus xanthus DK 1622,3.27,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae
11063,short chain dehydrogenase/reductase family oxidoreductase,Pseudomonas fluorescens Pf-5,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
11064,short-chain alcohol dehydrogenase-like protein,Bermanella marisrubri,3.25,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
11065,short-chain alcohol dehydrogenase-like protein,Helicobacter cinaedi CCUG 18818,0.0,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
11066,short-chain dehydrogenase,Rhodobacteraceae bacterium HTCC2083,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
11067,short-chain dehydrogenase,Rhodococcus jostii RHA1,1.6,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
11068,short-chain dehydrogenase Adh_1,Mycobacterium ulcerans Agy99,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
11069,short-chain dehydrogenase/reductase,Nitrosomonas europaea ATCC 19718,0.0,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
11070,short-chain dehydrogenase/reductase,Synechococcus sp. WH 7803,1.58,Cyanobacteria,,Synechococcales,Synechococcaceae
11071,short-chain dehydrogenase/reductase (SDR) family protein,marine gamma proteobacterium HTCC2143,1.66,Chordata,Mammalia,Rodentia,Muridae
11072,short-chain dehydrogenase/reductase (SDR) superfamily protein,Synechococcus sp. WH 5701,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
11073,short-chain dehydrogenase/reductase SDR,Acidiphilium cryptum JF-5,1.66,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
11074,short-chain dehydrogenase/reductase SDR,Burkholderia sp. CCGE1002,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
11075,short-chain dehydrogenase/reductase SDR,Caulobacter sp. K31,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
11076,short-chain dehydrogenase/reductase SDR,Chromohalobacter salexigens DSM 3043,1.63,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
11077,short-chain dehydrogenase/reductase SDR,Clostridium thermocellum ATCC 27405,0.0,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
11078,short-chain dehydrogenase/reductase SDR,Conexibacter woesei DSM 14684,0.0,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae
11079,short-chain dehydrogenase/reductase SDR,Frankia sp. EuI1c,1.67,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
11080,short-chain dehydrogenase/reductase SDR,Kangiella koreensis DSM 16069,3.33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
11081,short-chain dehydrogenase/reductase SDR,Kordia algicida OT-1,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
11082,short-chain dehydrogenase/reductase SDR,Maricaulis maris MCS10,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
