gene function,organism,counts,nador_2_counts
ribosomal protein L1,gamma proteobacterium NOR51-B,9,7.44
ribosomal protein L10,Arcanobacterium haemolyticum DSM 20595,1,0.0
ribosomal protein L10,Rhodobacteraceae bacterium HTCC2083,1,0.0
ribosomal protein L11 methyltransferase,Algoriphagus sp. PR1,1,0.0
ribosomal protein L11 methyltransferase,Anaeromyxobacter sp. Fw109-5,3,2.42
ribosomal protein L11 methyltransferase,Citrobacter koseri ATCC BAA-895,1,0.0
ribosomal protein L11 methyltransferase,Thioalkalivibrio sp. HL-EbGR7,1,0.0
ribosomal protein L14,Capnocytophaga gingivalis ATCC 33624,6,4.81
ribosomal protein L14,Chrysodidymus synuroideus,1,0.0
ribosomal protein L14,Emiliania huxleyi,2,1.6
ribosomal protein L15,Ruegeria pomeroyi DSS-3,1,0.0
ribosomal protein L16,Ammonifex degensii KC4,1,0.0
ribosomal protein L17,Alicyclobacillus acidocaldarius LAA1,1,0.0
ribosomal protein L17,Sulfurospirillum deleyianum DSM 6946,1,0.0
ribosomal protein L18,Desulfarculus baarsii DSM 2075,1,0.0
ribosomal protein L2,Arcanobacterium haemolyticum DSM 20595,1,0.0
ribosomal protein L2,Cyanobium sp. PCC 7001,3,2.54
ribosomal protein L2,Erythrobacter sp. SD-21,1,0.0
ribosomal protein L2,Halothiobacillus neapolitanus c2,3,2.52
ribosomal protein L2,Microscilla marina ATCC 23134,1,0.0
ribosomal protein L2,marine gamma proteobacterium HTCC2148,3,2.4
ribosomal protein L20,beta proteobacterium KB13,1,0.0
ribosomal protein L22,Methylophilales bacterium HTCC2181,1,0.0
ribosomal protein L24,Frankia sp. EuI1c,2,1.61
ribosomal protein L29,beta proteobacterium KB13,4,3.26
ribosomal protein L3,Colwellia psychrerythraea 34H,1,0.0
ribosomal protein L3,Jonesia denitrificans DSM 20603,2,1.52
ribosomal protein L3,Rhodothermus marinus DSM 4252,1,0.0
ribosomal protein L3,Thermoanaerobacter sp. X513,2,1.63
ribosomal protein L30,beta proteobacterium KB13,2,1.65
ribosomal protein L31,Emiliania huxleyi,1,0.0
ribosomal protein L34,Dyadobacter fermentans DSM 18053,1,0.0
ribosomal protein L34,Methylocella silvestris BL2,1,0.0
ribosomal protein L34,Methylophilales bacterium HTCC2181,2,1.65
ribosomal protein L34,Silicibacter sp. TrichCH4B,2,1.69
ribosomal protein L4/L1 family,Candidatus Pelagibacter sp. HTCC7211,37,30.52
ribosomal protein L5,Acidaminococcus fermentans DSM 20731,1,0.0
ribosomal protein L5,Methylobacterium nodulans ORS 2060,1,0.0
ribosomal protein L5,Paenibacillus sp. Y412MC10,2,1.69
ribosomal protein L5,Prevotella tannerae ATCC 51259,1,0.0
ribosomal protein L6,Chitinophaga pinensis DSM 2588,1,0.0
ribosomal protein L6,Synechococcus sp. WH 8109,13,10.47
ribosomal protein L7/L12,Nitrosococcus halophilus Nc4,2,1.68
ribosomal protein L7/L12,marine gamma proteobacterium HTCC2148,1,0.0
ribosomal protein L9,Acidimicrobium ferrooxidans DSM 10331,3,2.32
ribosomal protein L9,Lutiella nitroferrum 2002,6,5.04
ribosomal protein L9,Thioalkalivibrio sp. K90mix,1,0.0
ribosomal protein S,Salinibacter ruber DSM 13855,2,1.63
ribosomal protein S1,Halothiobacillus neapolitanus c2,5,4.13
ribosomal protein S11,Porphyra purpurea,1,0.0
ribosomal protein S12,alpha proteobacterium HIMB114,2,1.65
ribosomal protein S14,Ketogulonicigenium vulgare Y25,6,4.95
ribosomal protein S15,Bacteroides sp. 1_1_14,1,0.0
ribosomal protein S15,Flavobacteriales bacterium ALC-1,2,1.66
ribosomal protein S16,Propionibacterium acnes J165,1,0.0
ribosomal protein S17,gamma proteobacterium HTCC5015,1,0.0
ribosomal protein S18,Bermanella marisrubri,1,0.0
ribosomal protein S19,Emiliania huxleyi,1,0.0
ribosomal protein S19,Psychromonas ingrahamii 37,1,0.0
ribosomal protein S19,marine gamma proteobacterium HTCC2148,1,0.0
ribosomal protein S2,Flavobacteria bacterium MS024-3C,4,3.38
ribosomal protein S20,Prevotella sp. oral taxon 317 str. F0108,1,0.0
ribosomal protein S20,Rhodobacteraceae bacterium KLH11,6,4.8
ribosomal protein S3,Burkholderiales bacterium 1_1_47,1,0.0
ribosomal protein S3,Chthoniobacter flavus Ellin428,1,0.0
ribosomal protein S4,Algoriphagus sp. PR1,1,0.0
ribosomal protein S4,Flavobacteria bacterium MS024-2A,13,10.77
ribosomal protein S4,Micromonas sp. RCC299,1,0.0
ribosomal protein S4,Thermoanaerobacter ethanolicus CCSD1,1,0.0
ribosomal protein S5,marine gamma proteobacterium HTCC2143,1,0.0
ribosomal protein S6,Rhodopirellula baltica SH 1,1,0.0
ribosomal protein S7,Capnocytophaga gingivalis ATCC 33624,1,0.0
ribosomal protein S7,Gemella haemolysans ATCC 10379,1,0.0
ribosomal protein S7,Guillardia theta,1,0.0
ribosomal protein S7,Paenibacillus sp. JDR-2,3,2.45
ribosomal protein S7,Synechococcus sp. WH 8109,3,2.49
ribosomal protein S8,Microcoleus chthonoplastes PCC 7420,1,0.0
ribosomal protein S9,Flavobacteriales bacterium ALC-1,3,2.54
ribosomal protein S9,Starkeya novella DSM 506,2,1.69
ribosomal protein S9,alpha proteobacterium HIMB114,2,1.58
ribosomal protein S9,gamma proteobacterium NOR51-B,4,3.13
ribosomal protein l1,Asticcacaulis excentricus CB 48,1,0.0
ribosomal protein s5,Methylovorus sp. MP688,4,3.3
ribosomal-protein (S18)-alanine acetyltransferase,Bacillus sp. SG-1,1,0.0
ribosomal-protein-alanine acetyltransferas,Pelagibaca bermudensis HTCC2601,1,0.0
ribosomal-protein-alanine acetyltransferas,Roseovarius nubinhibens ISM,2,1.67
ribosome biogenesis GTP-binding protein YsxC,Gluconobacter oxydans 621H,1,0.0
ribosome biogenesis GTP-binding protein YsxC,Gramella forsetii KT0803,7,5.83
ribosome biogenesis GTP-binding protein YsxC,Shewanella sediminis HAW-EB3,2,1.74
ribosome biogenesis GTP-binding protein YsxC,Silicibacter lacuscaerulensis ITI-1157,1,0.0
ribosome biogenesis GTP-binding protein YsxC,Sulfurihydrogenibium yellowstonense SS-5,1,0.0
ribosome recycling factor,Capnocytophaga gingivalis ATCC 33624,2,1.73
ribosome recycling factor,Chromohalobacter salexigens DSM 3043,3,2.3
ribosome recycling factor,Erythrobacter litoralis HTCC2594,1,0.0
ribosome recycling factor,Prochlorococcus marinus str. MIT 9303,1,0.0
ribosome recycling factor,Prochlorococcus marinus subsp. marinus str. CCMP1375,2,1.63
ribosome recycling factor,Pseudomonas aeruginosa PA7,8,6.5
ribosome recycling factor,Pseudovibrio sp. JE062,2,1.69
ribosome small subunit-dependent GTPase A,Spirosoma linguale DSM 74,1,0.0
ribosome-associated GTPase,Chromohalobacter salexigens DSM 3043,4,3.34
ribosome-associated GTPase EngA,Allochromatium vinosum DSM 180,1,0.0
ribosome-associated GTPase EngA,Caldicellulosiruptor obsidiansis OB47,1,0.0
ribosome-binding factor A,Brachybacterium faecium DSM 4810,1,0.0
ribosome-binding factor A,Coraliomargarita akajimensis DSM 45221,1,0.0
ribosome-binding factor A,Rhodobacteraceae bacterium KLH11,3,2.47
ribulose bisphosphate carboxlyase small chain,Aureoumbra lagunensis,1,0.0
ribulose phosphate-3-epimeras,Chlamydomonas reinhardtii,1,0.0
ribulose-,Alkalilimnicola ehrlichii MLHE-1,1,0.0
ribulose-,Cyanidioschyzon merolae strain 10D,1,0.0
ribulose-,Rhodomonas salina,1,0.0
ribulose-phosphate 3-epimerase,Maritimibacter alkaliphilus HTCC2654,6,5.07
ribulose-phosphate 3-epimerase,Prevotella sp. oral taxon 317 str. F0108,1,0.0
ribulose-phosphate 3-epimerase,Vibrio parahaemolyticus AN-5034,1,0.0
rieske (2Fe-2S) domain protein,gamma proteobacterium NOR5-3,3,2.53
rieske domain protein,Ahrensia sp. R2A130,2,1.68
ring hydroxylating dioxygenase alpha-subunit,Agrobacterium radiobacter K84,1,0.0
ring-cleaving dioxygenase,Synechococcus sp. CC9311,1,0.0
rod shape-determining protein,Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535,4,3.34
rod shape-determining protein MreB,Anaeromyxobacter dehalogenans 2CP-C,1,0.0
rod shape-determining protein MreB,Chlorobium luteolum DSM 273,1,0.0
rod shape-determining protein MreB,Flavobacterium johnsoniae UW101,29,23.61
rod shape-determining protein MreB,Geobacter sulfurreducens PCA,2,1.74
rod shape-determining protein MreB,Gluconacetobacter diazotrophicus PAl 5,2,1.6
rod shape-determining protein MreB,Nitrosomonas eutropha C91,2,1.68
rod shape-determining protein MreB,Porphyromonas gingivalis W83,1,0.0
rod shape-determining protein MreB,Vibrio mimicus VM223,1,0.0
rod shape-determining protein MreC,Gramella forsetii KT0803,6,5.1
rod shape-determining protein MreD,Vibrio fischeri ES114,1,0.0
rod shape-determining protein RodA,Haemophilus influenzae RdAW,2,1.61
rod shape-determining protein RodA,Rhodobacteraceae bacterium KLH11,7,5.96
rod shape-determining protein RodA,Shewanella frigidimarina NCIMB 400,1,0.0
rod shape-determining protein RodA,Shewanella halifaxensis HAW-EB4,1,0.0
rod shape-determining protein RodA,Sphingomonas wittichii RW1,6,4.9
rod shape-determining protein RodA,gamma proteobacterium HTCC5015,1,0.0
rod-shape-determining protein RodA,Haemophilus parasuis SH0165,1,0.0
rrf2 family protein,Pseudomonas syringae pv. tomato K40,1,0.0
rubredoxin,Synechococcus sp. RCC307,1,0.0
rubredoxin:rubrerythrin:rubredoxin-type Fe(Cys)4 protein,Prochlorococcus marinus str. MIT 9303,1,0.0
rubrerythrin/nigerythrin-like protein,Thiobacillus denitrificans ATCC 25259,1,0.0
rvb2-like protein,Micromonas sp. RCC299,1,0.0
ryanodine receptor 1 isoform 1,Homo sapiens,1,0.0
saccharopine dehydrogenase,Citromicrobium bathyomarinum JL354,1,0.0
saccharopine dehydrogenase,gamma proteobacterium NOR5-3,3,2.56
saccharopine dehydrogenase (NAD,Jannaschia sp. CCS1,1,0.0
salicylate 1-monooxygenase,Candidatus Pelagibacter ubique HTCC1002,9,7.4
salicylate hydroxylase,Caulobacter crescentus NA1000,1,0.0
salicylyl-CoA 5-hydroxylase,Azorhizobium caulinodans ORS 571,1,0.0
sarcosine dehydrogenase,Candidatus Pelagibacter ubique HTCC1002,27,22.15
sarcosine dehydrogenase,Sinorhizobium fredii NGR234,1,0.0
sarcosine oxidas,Fulvimarina pelagi HTCC2506,1,0.0
sarcosine oxidas,Hyphomicrobium denitrificans ATCC 51888,1,0.0
sarcosine oxidas,Loktanella vestfoldensis SKA53,1,0.0
sarcosine oxidas,Methylobacterium extorquens AM1,1,0.0
sarcosine oxidas,Psychroflexus torquis ATCC 700755,1,0.0
sarcosine oxidas,Starkeya novella DSM 506,2,1.65
sarcosine oxidase alpha subunit family protein,Jannaschia sp. CCS1,8,6.63
sarcosine oxidase beta subunit,Candidatus Pelagibacter sp. HTCC7211,47,38.59
sarcosine oxidase subunit alpha family,Candidatus Puniceispirillum marinum IMCC1322,15,12.36
sarcosine oxidase subunit beta,Thalassiobium sp. R2A62,1,0.0
sarcosine oxidase subunit delta,Thalassiobium sp. R2A62,8,6.62
scaffold protein,Aeromonas salmonicida subsp. salmonicida A449,1,0.0
sec-independent protein translocase,unidentified eubacterium SCB49,3,2.58
sec-independent translocation protein mttA/Hcf106,Flavobacteria bacterium MS024-2A,10,8.12
secreted or periplasmic 5''-nucleotidase,Zunongwangia profunda SM-A87,1,0.0
secreted protein,Gramella forsetii KT0803,10,8.24
secreted protein,gamma proteobacterium NOR5-3,19,15.73
secreted protein,marine actinobacterium PHSC20C1,1,0.0
secreted subtilase family protein,Gramella forsetii KT0803,7,5.69
secreted transglycosylase,Streptomyces avermitilis MA-4680,1,0.0
secretion protein HlyD,Geobacter metallireducens GS-15,1,0.0
secretion protein HlyD family protein,Sphingomonas wittichii RW1,1,0.0
segregation and condensation protein A,Pelagibaca bermudensis HTCC2601,1,0.0
segregation and condensation protein B,Congregibacter litoralis KT71,7,5.88
segregation and condensation protein B,gamma proteobacterium NOR51-B,1,0.0
selenid,Syntrophobacter fumaroxidans MPOB,1,0.0
selenium-binding protei,Sagittula stellata E-37,2,1.61
selenium-binding protein 1,Mus musculus,1,0.0
selenocysteine lyase,Leeuwenhoekiella blandensis MED217,2,1.72
selenocysteine synthase,Aggregatibacter actinomycetemcomitans D11S-1,1,0.0
selenocysteine synthase,Desulfovibrio vulgaris str. ''Miyazaki F'',1,0.0
selenocysteine-specific translation elongation factor,Anaeromyxobacter sp. Fw109-5,1,0.0
selenocysteine-specific translation elongation factor,Burkholderia cenocepacia MC0-3,1,0.0
selenophosphate synthase,Rubrobacter xylanophilus DSM 9941,1,0.0
selenophosphate synthase/FAD/NAD(P)-binding domain-containing protein,Synechococcus sp. RCC307,13,10.78
selenophosphate synthetase,Shewanella frigidimarina NCIMB 400,1,0.0
sensor histidine kinase,Burkholderia pseudomallei 668,2,1.58
sensor histidine kinase,Corynebacterium ammoniagenes DSM 20306,1,0.0
sensor histidine kinase,Hyphomonas neptunium ATCC 15444,2,1.56
sensor histidine kinase,Loktanella vestfoldensis SKA53,2,1.77
sensor histidine kinase,Pelagibaca bermudensis HTCC2601,2,1.61
sensor histidine kinase,Rhodobacter capsulatus SB 1003,5,4.3
sensor histidine kinase,Roseovarius sp. TM1035,3,2.47
sensor histidine kinase,Vibrio cholerae CIRS101,1,0.0
sensor histidine kinase,marine gamma proteobacterium HTCC2080,1,0.0
sensor histidine kinase (two component sensor),Candidatus Pelagibacter sp. HTCC7211,88,72.83
sensor histidine kinase ChvG,Roseovarius sp. 217,5,4.22
sensor histidine kinase ChvG,Sulfitobacter sp. NAS-14.1,1,0.0
sensor protein fixL,Azorhizobium caulinodans ORS 571,1,0.0
sensor/response regulator hybrid protein,Chromobacterium violaceum ATCC 12472,1,0.0
sensory box histidine kinase/response regulator,Roseobacter sp. SK209-2-6,1,0.0
sensory box histidine kinase/response regulator,Sulfitobacter sp. EE-36,3,2.47
sensory box/GGDEF family protein,Erythrobacter sp. NAP1,1,0.0
sensory transduction histidine kinase,Leeuwenhoekiella blandensis MED217,1,0.0
septum formation protein Maf,marine gamma proteobacterium HTCC2148,1,0.0
septum site-determining protein MinD,Cyanothece sp. PCC 7425,1,0.0
serine O-acetyltransferase,Acidithiobacillus ferrooxidans ATCC 53993,1,0.0
serine O-acetyltransferase,Marinomonas sp. MWYL1,1,0.0
serine O-acetyltransferase,Paracoccus denitrificans PD1222,2,1.64
serine acetyltransferase,Psychromonas ingrahamii 37,1,0.0
serine acetyltransferase,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,1,0.0
serine family amino acid catabolism-related protei,Cryptococcus neoformans var. neoformans JEC21,2,1.69
serine hydroxymethyltransferase,Arthrobacter aurescens TC1,1,0.0
serine hydroxymethyltransferase,Bacillus amyloliquefaciens FZB42,1,0.0
serine hydroxymethyltransferase,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),2,1.61
serine hydroxymethyltransferase,Capnocytophaga ochracea DSM 7271,1,0.0
serine hydroxymethyltransferase,Desulfitobacterium hafniense DCB-2,1,0.0
serine hydroxymethyltransferase,Lactobacillus brevis ATCC 367,1,0.0
serine hydroxymethyltransferase,Oceanibulbus indolifex HEL-45,1,0.0
serine hydroxymethyltransferase,Polaromonas naphthalenivorans CJ2,3,2.52
serine hydroxymethyltransferase,Pseudomonas mendocina ymp,3,2.38
serine hydroxymethyltransferase,Roseobacter denitrificans OCh 114,4,3.28
serine hydroxymethyltransferase,Staphylococcus carnosus subsp. carnosus TM300,1,0.0
serine hydroxymethyltransferase,Streptomyces lividans TK24,2,1.64
serine hydroxymethyltransferase,Sulfitobacter sp. NAS-14.1,2,1.74
serine hydroxymethyltransferase,Synechococcus sp. WH 7803,4,3.32
serine hydroxymethyltransferase,Synechococcus sp. WH 8109,21,17.45
serine protease,Bacteroides sp. 4_3_47FAA,1,0.0
serine protease,Rhodobacter sphaeroides 2.4.1,2,1.59
serine protease DegP,Colwellia psychrerythraea 34H,1,0.0
serine protein kinase,Azospirillum sp. B510,1,0.0
serine--glyoxylate aminotransferase,Aurantimonas manganoxydans SI85-9A1,2,1.57
serine-glyoxylate aminotransferase,Mesorhizobium loti MAFF303099,11,9.15
serine/threonine kinase,Leptospira interrogans serovar Lai str. 56601,2,1.68
serine/threonine protein kinase,Janthinobacterium sp. Marseille,3,2.44
serine/threonine protein kinase,Myxococcus xanthus DK 1622,1,0.0
serine/threonine protein kinase,Streptomyces viridochromogenes DSM 40736,1,0.0
serine/threonine protein kinase,Verrucomicrobium spinosum DSM 4136,1,0.0
serine/threonine protein kinase with Chase2 sensor,Desulfococcus oleovorans Hxd3,1,0.0
serine/threonine protein kinase with Chase2 sensor,Rhodoferax ferrireducens T118,1,0.0
serine/threonine protein kinase with PASTA sensor(s),Nakamurella multipartita DSM 44233,2,1.58
serine/threonine protein kinase-like protein,Streptosporangium roseum DSM 43021,1,0.0
serine/threonine protein phosphatase,Cyanothece sp. CCY0110,1,0.0
serine/threonine protein phosphatase 2A,Culex quinquefasciatus,1,0.0
serine/threonine transporter SstT,Citrobacter sp. 30_2,2,1.68
serine/threonine-protein phosphatase 5,Mus musculus,2,1.7
serine/threonine-protein phosphatase PP1-alpha catalytic subunit isoform 3,Homo sapiens,1,0.0
seryl-tRNA synthetase,Bacillus amyloliquefaciens FZB42,3,2.43
seryl-tRNA synthetase,Delftia acidovorans SPH-1,1,0.0
seryl-tRNA synthetase,Desulfovibrio vulgaris str. Hildenborough,4,3.36
seryl-tRNA synthetase,Dictyoglomus thermophilum H-6-12,3,2.35
seryl-tRNA synthetase,Flavobacteria bacterium MS024-2A,9,7.46
seryl-tRNA synthetase,Haemophilus influenzae 7P49H1,1,0.0
seryl-tRNA synthetase,Lactococcus lactis subsp. cremoris SK11,1,0.0
seryl-tRNA synthetase,Mycobacterium smegmatis str. MC2 155,1,0.0
seryl-tRNA synthetase,Nitrosomonas eutropha C91,3,2.44
seryl-tRNA synthetase,Psychromonas sp. CNPT3,1,0.0
seryl-tRNA synthetase,Rhodobacter sphaeroides ATCC 17025,14,11.39
seryl-tRNA synthetase,Thermobifida fusca YX,2,1.67
seryl-tRNA synthetase sers,Mycobacterium tuberculosis T85,1,0.0
shikimate 5-dehydrogenase,Azoarcus sp. BH72,1,0.0
shikimate 5-dehydrogenase,Candidatus Sulcia muelleri SMDSEM,1,0.0
shikimate 5-dehydrogenase,Clostridium botulinum E3 str. Alaska E43,1,0.0
shikimate 5-dehydrogenase,Parvibaculum lavamentivorans DS-1,7,5.63
shikimate 5-dehydrogenase,Rhodobacter sphaeroides ATCC 17025,2,1.66
shikimate dehydrogenase,Novosphingobium aromaticivorans DSM 12444,1,0.0
shikimate kinase,Clostridium botulinum A2 str. Kyoto,1,0.0
shikimate kinase,Synechococcus sp. RCC307,2,1.66
short chain dehydrogenas,Alcanivorax borkumensis SK2,3,2.47
short chain dehydrogenase,Acinetobacter sp. ADP1,2,1.7
short chain dehydrogenase,Burkholderia oklahomensis C6786,1,0.0
short chain dehydrogenase,Burkholderia sp. 383,4,3.46
short chain dehydrogenase,Chlorobium phaeobacteroides DSM 266,3,2.45
short chain dehydrogenase,Jannaschia sp. CCS1,9,7.42
short chain dehydrogenase,Magnetospirillum magneticum AMB-1,8,6.51
short chain dehydrogenase,Phenylobacterium zucineum HLK1,4,3.36
short chain dehydrogenase,Pseudomonas fluorescens SBW25,1,0.0
short chain dehydrogenase,Ralstonia solanacearum GMI1000,1,0.0
short chain dehydrogenase,Rhodococcus jostii RHA1,2,1.61
short chain dehydrogenase,Robiginitalea biformata HTCC2501,5,4.24
short chain dehydrogenase,Roseobacter denitrificans OCh 114,1,0.0
short chain dehydrogenase,Sinorhizobium meliloti 1021,4,3.15
short chain dehydrogenase,Streptomyces griseus subsp. griseus NBRC 13350,1,0.0
short chain dehydrogenase,Synechococcus sp. CC9902,2,1.67
short chain dehydrogenase,Synechococcus sp. WH 5701,4,3.27
short chain dehydrogenase,marine gamma proteobacterium HTCC2080,6,4.94
short chain dehydrogenase/reductase family oxidoreductase,Myxococcus xanthus DK 1622,4,3.26
short chain dehydrogenase/reductase family oxidoreductase,Pseudomonas fluorescens Pf-5,1,0.0
short-chain alcohol dehydrogenase-like protein,Bermanella marisrubri,4,3.47
short-chain alcohol dehydrogenase-like protein,Helicobacter cinaedi CCUG 18818,1,0.0
short-chain dehydrogenase,Rhodobacteraceae bacterium HTCC2083,1,0.0
short-chain dehydrogenase,Rhodococcus jostii RHA1,2,1.57
short-chain dehydrogenase Adh_1,Mycobacterium ulcerans Agy99,1,0.0
short-chain dehydrogenase/reductase,Nitrosomonas europaea ATCC 19718,1,0.0
short-chain dehydrogenase/reductase,Synechococcus sp. WH 7803,2,1.6
short-chain dehydrogenase/reductase (SDR) family protein,marine gamma proteobacterium HTCC2143,2,1.62
short-chain dehydrogenase/reductase (SDR) superfamily protein,Synechococcus sp. WH 5701,1,0.0
short-chain dehydrogenase/reductase SDR,Acidiphilium cryptum JF-5,2,1.63
short-chain dehydrogenase/reductase SDR,Burkholderia sp. CCGE1002,1,0.0
short-chain dehydrogenase/reductase SDR,Caulobacter sp. K31,1,0.0
short-chain dehydrogenase/reductase SDR,Chromohalobacter salexigens DSM 3043,2,1.69
short-chain dehydrogenase/reductase SDR,Clostridium thermocellum ATCC 27405,1,0.0
short-chain dehydrogenase/reductase SDR,Conexibacter woesei DSM 14684,1,0.0
short-chain dehydrogenase/reductase SDR,Frankia sp. EuI1c,2,1.7
short-chain dehydrogenase/reductase SDR,Kangiella koreensis DSM 16069,4,3.25
short-chain dehydrogenase/reductase SDR,Kordia algicida OT-1,1,0.0
short-chain dehydrogenase/reductase SDR,Maricaulis maris MCS10,1,0.0
short-chain dehydrogenase/reductase SDR,Meiothermus ruber DSM 1279,2,1.62
short-chain dehydrogenase/reductase SDR,Pseudoalteromonas atlantica T6c,5,4.19
short-chain dehydrogenase/reductase SDR,Psychrobacter sp. PRwf-1,1,0.0
short-chain dehydrogenase/reductase SDR,Rhodobacter sphaeroides ATCC 17025,2,1.65
short-chain dehydrogenase/reductase SDR,Rhodobacter sphaeroides ATCC 17029,2,1.69
short-chain dehydrogenase/reductase SDR,Rhodobacteraceae bacterium KLH11,3,2.43
short-chain dehydrogenase/reductase SDR,Rhodobacterales bacterium Y4I,1,0.0
short-chain dehydrogenase/reductase SDR,Rhodopseudomonas palustris BisB5,2,1.61
short-chain dehydrogenase/reductase SDR,Ruegeria sp. R11,1,0.0
short-chain dehydrogenase/reductase SDR,Salinispora arenicola CNS-205,3,2.42
short-chain dehydrogenase/reductase SDR,Sinorhizobium medicae WSM419,1,0.0
short-chain dehydrogenase/reductase SDR,Sphaerobacter thermophilus DSM 20745,2,1.67
short-chain dehydrogenase/reductase SDR,Streptomyces sp. ACTE,1,0.0
short-chain dehydrogenase/reductase SDR,Streptomyces violaceusniger Tu 4113,1,0.0
short-chain dehydrogenase/reductase SDR,Streptosporangium roseum DSM 43021,1,0.0
short-chain dehydrogenase/reductase SDR,Thermobaculum terrenum ATCC BAA-798,1,0.0
short-chain dehydrogenase/reductase SDR,Thermotoga petrophila RKU-1,1,0.0
short-chain dehydrogenase/reductase SDR,alpha proteobacterium BAL199,2,1.63
sialic acid synthase,Wolinella succinogenes DSM 1740,1,0.0
sialic acid-specific 9-O-acetylesterase,Bacteroides sp. 1_1_6,2,1.65
sialic acid-specific 9-O-acetylesterase,Lentisphaera araneosa HTCC2155,2,1.63
sialic acid-specific 9-O-acetylesterase,Xanthomonas campestris pv. campestris str. 8004,1,0.0
sialic-acid O-acetylesterase,Lentisphaera araneosa HTCC2155,2,1.57
sideroflexin 5,Thalassiosira pseudonana CCMP1335,1,0.0
sigma 54-dependent transcriptional activator,Hahella chejuensis KCTC 2396,6,4.98
sigma factor FliA (Sigma-28 grou,Roseovarius sp. TM1035,11,9.12
sigma-2,Kordia algicida OT-1,1,0.0
sigma-54 dependent trancsriptional regulator,Pseudoalteromonas atlantica T6c,2,1.61
sigma-54 dependent trancsriptional regulator,Shewanella pealeana ATCC 700345,1,0.0
sigma-54-dependent transcriptional response regulator,Geobacter bemidjiensis Bem,2,1.72
sigma-70 like sigma-factor,Congregibacter litoralis KT71,2,1.61
sigma54 specific transcriptional regulato,Desulfovibrio vulgaris str. ''Miyazaki F'',1,0.0
sigma54 specific transcriptional regulato,Rhodobacteraceae bacterium HTCC2083,2,1.6
signal peptidase I,Flavobacteriales bacterium ALC-1,6,4.87
signal peptidase I,Rhodospirillum rubrum ATCC 11170,4,3.39
signal peptidase I,Rothia mucilaginosa ATCC 25296,1,0.0
signal peptidase I protein,Hydrogenivirga sp. 128-5-R1-1,1,0.0
signal peptidase I transmembrane protein,Sinorhizobium meliloti 1021,3,2.48
signal peptide,Rhodopirellula baltica SH 1,14,11.38
signal peptide peptidase Spp,Pedobacter heparinus DSM 2366,1,0.0
signal peptide peptidase Spp,Synechococcus sp. WH 8109,9,7.39
signal peptide protein,Rhodobacteraceae bacterium HTCC2083,2,1.7
signal recognition particle protein,Enterococcus gallinarum EG2,1,0.0
signal recognition particle protein,Flavobacteriales bacterium ALC-1,13,10.78
signal recognition particle protein,Lactobacillus jensenii 115-3-CHN,2,1.57
signal recognition particle protein,Porphyromonas gingivalis W83,3,2.47
signal recognition particle protein,Roseobacter sp. GAI101,2,1.71
signal recognition particle protein,Streptomyces flavogriseus ATCC 33331,2,1.58
signal recognition particle receptor,Mobiluncus mulieris ATCC 35243,1,0.0
signal recognition particle receptor FtsY,Pseudomonas aeruginosa UCBPP-PA14,2,1.65
signal recognition particle subunit FFH/SRP54 (srp54),Arthrospira platensis str. Paraca,1,0.0
signal recognition particle-docing protein FtsY,Azoarcus sp. BH72,1,0.0
signal recognition particle-docking protein Fts,Labrenzia alexandrii DFL-11,1,0.0
signal recognition particle-docking protein FtsY,Bacteroides sp. 2_1_33B,2,1.64
signal recognition particle-docking protein FtsY,Beutenbergia cavernae DSM 12333,1,0.0
signal recognition particle-docking protein FtsY,Maricaulis maris MCS10,1,0.0
signal recognition particle-docking protein FtsY,Rhodobacter sphaeroides ATCC 17025,1,0.0
signal recognition particle-docking protein FtsY,Saccharophagus degradans 2-40,1,0.0
signal recognition particle-docking protein FtsY,Sulfitobacter sp. EE-36,1,0.0
signal transduction histidine kinas,Marinobacter aquaeolei VT8,1,0.0
signal transduction histidine kinas,Thiomicrospira crunogena XCL-2,4,3.39
signal transduction histidine kinase,Candidatus Methanoregula boonei 6A8,2,1.65
signal transduction histidine kinase,Dechloromonas aromatica RCB,1,0.0
signal transduction histidine kinase regulating citrate/malate metabolism,Roseobacter sp. GAI101,3,2.59
signal transduction protein,Shewanella sediminis HAW-EB3,1,0.0
similar to 3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) isoform 1,Canis lupus familiaris,1,0.0
similar to ADP-ribosylation factor 2,Equus caballus,1,0.0
similar to AGAP002226-PA,Acyrthosiphon pisum,1,0.0
similar to ATP synthase subunit bet,Monodelphis domestica,3,2.43
similar to ATP-binding cassett,Monodelphis domestica,1,0.0
similar to Actin-87E isoform 1,Tribolium castaneum,1,0.0
similar to DNA-directed RNA polymerase II subunit RPB1 isoform 2,Hydra magnipapillata,1,0.0
similar to Dynein heavy chain,Equus caballus,1,0.0
similar to Eukaryotic initiation factor 4A-III (Eukaryotic translation initiation factor 4A isoform 3) (ATP-dependent RNA helicase eIF4A-3) (ATP-dependent RNA helicase DDX48) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Nucl,Equus caballus,1,0.0
similar to LReO_3,Strongylocentrotus purpuratus,1,0.0
