gene function,organism,counts,nador_1_counts
orotidine 5''-phosphate decarboxylase,Maribacter sp. HTCC2170,14,11.54
orotidine 5''-phosphate decarboxylase,Thioalkalivibrio sp. HL-EbGR7,1,0.0
outer membrane assembly lipoprotein YfgL,Stenotrophomonas sp. SKA14,1,0.0
outer membrane assembly lipoprotein YfiO,alpha proteobacterium HIMB114,4,3.07
outer membrane efflux protein,Kangiella koreensis DSM 16069,5,4.19
outer membrane protei,Flavobacteriales bacterium ALC-1,4,3.38
outer membrane protei,Roseovarius sp. 217,8,6.67
outer membrane protein,Capnocytophaga sputigena ATCC 33612,5,4.03
outer membrane protein,Croceibacter atlanticus HTCC2559,5,4.15
outer membrane protein,Polaribacter sp. MED152,8,6.61
outer membrane protein assembly comple,gamma proteobacterium NOR51-B,14,11.68
outer membrane protein expression inhibitor,Stigmatella aurantiaca DW4/3-1,1,0.0
outer membrane receptor,Prevotella oris F0302,1,0.0
oxalate/formate antiporter,Vibrio sp. MED222,1,0.0
oxaloacetate decarboxylas,Colwellia psychrerythraea 34H,1,0.0
oxaloacetate decarboxylase,Shewanella amazonensis SB2B,1,0.0
oxidase/peroxidase,Aedes aegypti,1,0.0
oxidoreductas,Alcanivorax sp. DG881,2,1.64
oxidoreductas,Candidatus Puniceispirillum marinum IMCC1322,4,3.29
oxidoreductas,Dictyoglomus thermophilum H-6-12,1,0.0
oxidoreductas,Dokdonia donghaensis MED134,9,7.28
oxidoreductas,Labrenzia alexandrii DFL-11,4,3.3
oxidoreductas,Mesorhizobium loti MAFF303099,2,1.69
oxidoreductas,Rhodobacteraceae bacterium HTCC2083,8,6.61
oxidoreductas,Rhodobacteraceae bacterium KLH11,1,0.0
oxidoreductas,Rhodobacterales bacterium HTCC2255,34,27.66
oxidoreductas,Roseobacter denitrificans OCh 114,21,17.43
oxidoreductas,Roseovarius sp. 217,7,5.92
oxidoreductas,Ruegeria pomeroyi DSS-3,8,6.72
oxidoreductas,Silicibacter lacuscaerulensis ITI-1157,3,2.48
oxidoreductas,Streptococcus gallolyticus UCN34,1,0.0
oxidoreductas,Thalassiobium sp. R2A62,3,2.44
oxidoreductas,Verrucomicrobiae bacterium DG1235,1,0.0
oxidoreductas,gamma proteobacterium NOR51-B,5,4.05
oxidoreductas,marine gamma proteobacterium HTCC2080,3,2.39
oxidoreductas,marine gamma proteobacterium HTCC2148,4,3.28
oxidoreductase,Acetobacter pasteurianus IFO 3283-01,2,1.75
oxidoreductase,Achromobacter piechaudii ATCC 43553,3,2.46
oxidoreductase,Bacillus clausii KSM-K16,1,0.0
oxidoreductase,Bradyrhizobium japonicum USDA 110,1,0.0
oxidoreductase,Candidatus Pelagibacter ubique HTCC1062,48,39.75
oxidoreductase,Chryseobacterium gleum ATCC 35910,2,1.66
oxidoreductase,Helicobacter cinaedi CCUG 18818,2,1.7
oxidoreductase,Maribacter sp. HTCC2170,2,1.69
oxidoreductase,Mesorhizobium loti MAFF303099,3,2.43
oxidoreductase,Methanosarcina mazei Go1,1,0.0
oxidoreductase,Mycobacterium avium 104,1,0.0
oxidoreductase,Pseudovibrio sp. JE062,1,0.0
oxidoreductase,Rhodococcus equi 103S,1,0.0
oxidoreductase,Saccharopolyspora erythraea NRRL 2338,2,1.63
oxidoreductase,Streptomyces hygroscopicus ATCC 53653,2,1.66
oxidoreductase,Streptomyces sp. AA4,1,0.0
oxidoreductase,Streptomyces sp. C,1,0.0
oxidoreductase,Streptomyces sp. e14,1,0.0
oxidoreductase,Synechococcus sp. BL107,2,1.61
oxidoreductase,marine gamma proteobacterium HTCC2080,9,7.04
oxidoreductase,marine gamma proteobacterium HTCC2143,2,1.67
oxidoreductase (salicylyl-CoA 5-hydroxylase) protein (abma),Ralstonia solanacearum PSI07,1,0.0
oxidoreductase FAD/NAD(P)-binding,Chelativorans sp. BNC1,7,5.89
oxidoreductase FAD/NAD(P)-binding subunit,Marinobacter aquaeolei VT8,1,0.0
oxidoreductase alpha subunit,Streptomyces sp. AA4,1,0.0
oxidoreductase domain protein,Desulfomicrobium baculatum DSM 4028,1,0.0
oxidoreductase domain protein,Dinoroseobacter shibae DFL 12,7,5.85
oxidoreductase domain protein,Kineococcus radiotolerans SRS30216,1,0.0
oxidoreductase domain protein,Ktedonobacter racemifer DSM 44963,1,0.0
oxidoreductase domain protein,Meiothermus silvanus DSM 9946,12,9.56
oxidoreductase domain protein,Planctomyces brasiliensis DSM 5305,1,0.0
oxidoreductase domain protein,Sinorhizobium meliloti BL225C,20,16.34
oxidoreductase domain-containing protein,Marinomonas sp. MWYL1,3,2.45
oxidoreductase domain-containing protein,Opitutus terrae PB90-1,3,2.47
oxidoreductase domain-containing protein,Paracoccus denitrificans PD1222,4,3.29
oxidoreductase domain-containing protein,Roseiflexus sp. RS-1,1,0.0
oxidoreductase fad/nad(p)-binding domain protein,Marivirga tractuosa DSM 4126,1,0.0
oxidoreductase molybdopterin binding,Catenulispora acidiphila DSM 44928,2,1.65
oxidoreductase protein,Agrobacterium radiobacter K84,2,1.53
oxidoreductase protein,Herbaspirillum seropedicae SmR1,1,0.0
oxidoreductase-like,Polaromonas sp. JS666,2,1.58
oxidoreductase-like,Ruegeria sp. TM1040,19,15.57
oxidoreductase-putative NAD-dependent nucleoside-diphosphate-sugar epimerase,Rhodopirellula baltica SH 1,2,1.55
oxoglutarate dehydrogenase,Sphingobacterium spiritivorum ATCC 33300,5,4.02
oxoglutarate dehydrogenase (succinyl-transferring,Streptomyces sp. C,1,0.0
oxoglutarate dehydrogenase (succinyl-transferring),Mannheimia haemolytica PHL213,1,0.0
oxygen-independent coproporphyrinogen III oxidase,Chloroherpeton thalassium ATCC 35110,1,0.0
p-aminobenzoate synthetas,unidentified eubacterium SCB49,2,1.59
pH adaption potassium efflux syste,Oceanicola batsensis HTCC2597,3,2.52
pH-dependent sodium/proton antiporter,Caulobacter crescentus NA1000,1,0.0
pH-dependent sodium/proton antiporter,Psychrobacter cryohalolentis K5,1,0.0
pQQ-dependent oxidoreductase gdhB family,Vibrio orientalis CIP 102891,1,0.0
pantetheine-phosphate adenylyltransferase,Allochromatium vinosum DSM 180,5,4.1
pantoate--beta-alanine ligase,Clostridium botulinum A str. Hall,1,0.0
pantoate--beta-alanine ligase,Staphylococcus hominis SK119,1,0.0
pantothenate kinase,Rhizobium etli CFN 42,1,0.0
pantothenate synthetase,Erwinia amylovora CFBP1430,1,0.0
parB-like partition protein,Clostridium thermocellum DSM 2360,1,0.0
parB-like partition protein,Planctomyces brasiliensis DSM 5305,1,0.0
parB-like partition proteins,Burkholderia ambifaria AMMD,1,0.0
para-aminobenzoate synthase component II,Mycobacterium leprae Br4923,1,0.0
para-aminobenzoate synthase component i,Clostridium sticklandii DSM 519,1,0.0
para-aminobenzoate synthase glutamine amidotransferas,Shewanella amazonensis SB2B,1,0.0
pe-pgrs family protein,Silicibacter sp. TrichCH4B,1,0.0
penicillin G acylase,Achromobacter xylosoxidans A8,1,0.0
penicillin amidase,Nitrosospira multiformis ATCC 25196,2,1.6
penicillin amidase,Polaribacter sp. MED152,5,4.09
penicillin amidase,Shewanella denitrificans OS217,1,0.0
penicillin-binding protei,Alcanivorax borkumensis SK2,6,4.94
penicillin-binding protei,Bacillus cereus ATCC 10987,1,0.0
penicillin-binding protei,Rhodothermus marinus DSM 4252,3,2.44
penicillin-binding protei,Roseobacter sp. GAI101,6,4.93
penicillin-binding protei,Thermincola potens JR,3,2.55
penicillin-binding protein,Bradyrhizobium japonicum USDA 110,1,0.0
penicillin-binding protein,Croceibacter atlanticus HTCC2559,14,11.53
penicillin-binding protein,Psychroflexus torquis ATCC 700755,14,11.41
penicillin-binding protein,Ruegeria pomeroyi DSS-3,7,5.72
penicillin-binding protein 1A,Cyanobium sp. PCC 7001,1,0.0
penicillin-binding protein 1A,Nitrosococcus oceani ATCC 19707,3,2.52
penicillin-binding protein 1A,Roseovarius sp. 217,5,4.13
penicillin-binding protein 1A,Roseovarius sp. TM1035,12,9.8
penicillin-binding protein 1A,Shewanella denitrificans OS217,1,0.0
penicillin-binding protein 1B,Pasteurella dagmatis ATCC 43325,1,0.0
penicillin-binding protein 1B,marine gamma proteobacterium HTCC2148,1,0.0
penicillin-binding protein 1C (PBP-1C),Bradyrhizobium sp. BTAi1,1,0.0
penicillin-binding protein 2,Candidatus Pelagibacter sp. HTCC7211,165,134.76
penicillin-binding protein 2,Sagittula stellata E-37,2,1.48
penicillin-binding protein dimerization domain family,Methylophaga thiooxidans DMS010,1,0.0
pentapeptide repeat-containing protein,Synechococcus sp. RCC307,4,3.19
peptidas,Candidatus Poribacteria sp. WGA-A3,1,0.0
peptidas,Cellvibrio japonicus Ueda107,3,2.56
peptidas,Erythrobacter sp. NAP1,1,0.0
peptidas,Halorhodospira halophila SL1,4,3.28
peptidas,Labrenzia alexandrii DFL-11,14,11.31
peptidas,Maritimibacter alkaliphilus HTCC2654,2,1.6
peptidas,Nitrosococcus oceani AFC27,1,0.0
peptidas,Prevotella melaninogenica ATCC 25845,1,0.0
peptidas,Robiginitalea biformata HTCC2501,6,4.96
peptidas,Roseobacter sp. AzwK-3b,1,0.0
peptidas,Silicibacter lacuscaerulensis ITI-1157,1,0.0
peptidas,unidentified eubacterium SCB49,1,0.0
peptidase,Polaribacter sp. MED152,2,1.72
peptidase,Vibrio vulnificus CMCP6,1,0.0
peptidase C26,Gluconacetobacter diazotrophicus PAl 5,1,0.0
peptidase E,unidentified eubacterium SCB49,1,0.0
peptidase HtpX,gamma proteobacterium NOR51-B,8,6.44
peptidase M,Flavobacterium johnsoniae UW101,1,0.0
peptidase M1,Jannaschia sp. CCS1,3,2.41
peptidase M1,Psychrobacter cryohalolentis K5,2,1.63
peptidase M1 membrane alanine aminopeptidase,Caulobacter sp. K31,1,0.0
peptidase M15B and M15C DD-carboxypeptidase Van,Haemophilus parasuis SH0165,1,0.0
peptidase M16 domain protein,Rhodothermus marinus DSM 4252,1,0.0
peptidase M16-like,Chelativorans sp. BNC1,1,0.0
peptidase M16C associated domain-containing protein,Nitrosococcus watsoni C-113,2,1.69
peptidase M16C associated domain-containing protein,Psychrobacter sp. PRwf-1,2,1.63
peptidase M19 renal dipeptidase,Flavobacteria bacterium MS024-2A,6,4.95
peptidase M20,Arthrobacter chlorophenolicus A6,1,0.0
peptidase M20,Polaromonas sp. JS666,1,0.0
peptidase M20,Ruegeria sp. TM1040,4,3.24
peptidase M22 glycoprotease,Desulfurivibrio alkaliphilus AHT2,1,0.0
peptidase M24,Flavobacteria bacterium MS024-3C,4,3.27
peptidase M24,Nitrosococcus watsoni C-113,1,0.0
peptidase M24,Nitrosospira multiformis ATCC 25196,1,0.0
peptidase M24,Ruegeria sp. R11,4,3.24
peptidase M24,Sphingopyxis alaskensis RB2256,1,0.0
peptidase M24,Xanthobacter autotrophicus Py2,1,0.0
peptidase M28,Geobacter sp. M21,1,0.0
peptidase M28,Shewanella putrefaciens CN-32,2,1.64
peptidase M28,Sphaerobacter thermophilus DSM 20745,2,1.68
peptidase M4,Thiomicrospira crunogena XCL-2,3,2.47
peptidase M4,gamma proteobacterium NOR51-B,4,3.22
peptidase M42 family protein,Mucilaginibacter paludis DSM 18603,2,1.73
peptidase M42 family protein,Syntrophobacter fumaroxidans MPOB,1,0.0
peptidase M42 family protein,bacterium Ellin514,1,0.0
peptidase M48 Ste24p,Nitrosococcus halophilus Nc4,2,1.65
peptidase M50,Acidimicrobium ferrooxidans DSM 10331,5,4.07
peptidase M50,Methylotenera sp. 301,2,1.68
peptidase S,Nitratiruptor sp. SB155-2,1,0.0
peptidase S1,Geobacter metallireducens GS-15,1,0.0
peptidase S1,Sphingomonas wittichii RW1,1,0.0
peptidase S1 and S,Candidatus Puniceispirillum marinum IMCC1322,1,0.0
peptidase S1 and S,Desulfotomaculum reducens MI-1,1,0.0
peptidase S1 and S6 chymotrypsin/Hap,Pedobacter heparinus DSM 2366,1,0.0
peptidase S41,Flavobacteria bacterium MS024-2A,19,15.67
peptidase S41,Methylophilales bacterium HTCC2181,7,5.66
peptidase S8 and S5,Kordia algicida OT-1,1,0.0
peptidase S9,Plesiocystis pacifica SIR-1,1,0.0
peptidase S9 prolyl oligopeptidase,Shewanella loihica PV-4,1,0.0
peptidase S9 prolyl oligopeptidase,Shewanella sp. MR-4,1,0.0
peptidase S9 prolyl oligopeptidase active site domain protein,Mucilaginibacter paludis DSM 18603,2,1.57
peptidase T,Rhodopseudomonas palustris BisB5,2,1.7
peptidase U3,gamma proteobacterium NOR51-B,1,0.0
peptidase U6,Sphingomonas wittichii RW1,1,0.0
peptidase U61 LD-carboxypeptidase A,Cyanothece sp. PCC 7425,1,0.0
peptidase U61 LD-carboxypeptidase A,Pedobacter heparinus DSM 2366,1,0.0
peptidase U62 modulator of DNA gyrase,Catenulispora acidiphila DSM 44928,1,0.0
peptidase U62 modulator of DNA gyrase,Dinoroseobacter shibae DFL 12,3,2.36
peptidase U62 modulator of DNA gyrase,Shewanella woodyi ATCC 51908,1,0.0
peptidase U62 modulator of DNA gyrase,Sinorhizobium meliloti BL225C,1,0.0
peptidase dimerization domain protein,Thermaerobacter marianensis DSM 12885,1,0.0
peptidase domain protein,Haliangium ochraceum DSM 14365,1,0.0
peptidase families S8 and S53 domain protein,marine gamma proteobacterium HTCC2148,3,2.45
peptidase family M3,Prochlorococcus marinus str. MIT 9312,1,0.0
peptidase family M48,Polaribacter sp. MED152,3,2.5
peptidase family S41,Polaribacter sp. MED152,4,3.38
peptidase m10a and m12b matrixin and adamalysin,Marivirga tractuosa DSM 4126,4,3.09
peptide ABC transporte,Marinomonas sp. MED121,1,0.0
peptide chain release factor 1,Burkholderia pseudomallei B7210,1,0.0
peptide chain release factor 1,Campylobacter hominis ATCC BAA-381,1,0.0
peptide chain release factor 1,Clavibacter michiganensis subsp. michiganensis NCPPB 382,4,3.39
peptide chain release factor 1,Coxiella burnetii CbuG_Q212,1,0.0
peptide chain release factor 1,Helicobacter pylori J99,1,0.0
peptide chain release factor 1,Methylococcus capsulatus str. Bath,2,1.65
peptide chain release factor 1,Methylotenera sp. 301,1,0.0
peptide chain release factor 1,Paenibacillus sp. oral taxon 786 str. D14,1,0.0
peptide chain release factor 1,Streptomyces coelicolor A3(2),3,2.48
peptide chain release factor 2,Cellvibrio japonicus Ueda107,1,0.0
peptide chain release factor 2,Elusimicrobium minutum Pei191,1,0.0
peptide chain release factor 2,Haemophilus ducreyi 35000HP,1,0.0
peptide chain release factor 2,Maribacter sp. HTCC2170,6,4.81
peptide chain release factor 2,Neisseria gonorrhoeae F62,5,4.08
peptide chain release factor 2,Nitrobacter hamburgensis X14,1,0.0
peptide chain release factor 2,Nodularia spumigena CCY9414,1,0.0
peptide chain release factor 2,Pseudomonas entomophila L48,1,0.0
peptide chain release factor 2,Psychrobacter cryohalolentis K5,1,0.0
peptide chain release factor 2,Rhodococcus erythropolis PR4,2,1.53
peptide chain release factor 2,Roseobacter sp. GAI101,2,1.57
peptide chain release factor 2,Xanthomonas campestris pv. vesicatoria str. 85-10,1,0.0
peptide chain release factor 2 in translation,Paenibacillus larvae subsp. larvae BRL-230010,1,0.0
peptide chain release factor 3,Flavobacteria bacterium MS024-2A,7,5.92
peptide chain release factor 3,Haemophilus influenzae PittEE,1,0.0
peptide chain release factor 3,Shigella flexneri 5 str. 8401,1,0.0
peptide chain release factor 3,Synechococcus elongatus PCC 7942,2,1.69
peptide chain release factor RF-1,Rickettsia sibirica 246,3,2.38
peptide chain release factor RF2,Sphingobacterium spiritivorum ATCC 33300,2,1.64
peptide deformylase,Agrobacterium tumefaciens str. C58,6,5.01
peptide deformylase,Candidatus Pelagibacter ubique HTCC1062,64,52.49
peptide deformylase,Chromohalobacter salexigens DSM 3043,1,0.0
peptide deformylase,Ketogulonicigenium vulgare Y25,3,2.53
peptide deformylase,Methylobacterium sp. 4-46,1,0.0
peptide deformylase,Saccharophagus degradans 2-40,2,1.73
peptide deformylase,Silicibacter lacuscaerulensis ITI-1157,1,0.0
peptide deformylase,Synechococcus sp. CC9605,10,8.19
peptide deformylase,beta proteobacterium KB13,3,2.46
peptide deformylase protein,Candidatus Puniceispirillum marinum IMCC1322,1,0.0
peptide methionine sulfoxide reductase,Acidithiobacillus ferrooxidans ATCC 53993,1,0.0
peptide methionine sulfoxide reductase,Burkholderia mallei NCTC 10247,1,0.0
peptide methionine sulfoxide reductase,Caulobacter segnis ATCC 21756,2,1.65
peptide methionine sulfoxide reductase,Ferrimonas balearica DSM 9799,1,0.0
peptide methionine sulfoxide reductase,Psychrobacter cryohalolentis K5,1,0.0
peptide methionine sulfoxide reductase,Variovorax paradoxus S110,1,0.0
peptide synthase,Candidatus Pelagibacter sp. HTCC7211,31,25.3
peptide/nickel/opine uptake ABC transporter permease,Ruegeria pomeroyi DSS-3,2,1.66
peptide/nickel/opine uptake family ABC transporte,Oceanicola batsensis HTCC2597,4,3.25
peptide/opine/nickel uptake family ABC transporte,Roseobacter sp. GAI101,1,0.0
peptide/opine/nickel uptake family ABC transporte,Sulfitobacter sp. NAS-14.1,1,0.0
peptidoglycan glycosyltransferase,Jannaschia sp. CCS1,5,4.15
peptidoglycan glycosyltransferase,Marinobacter aquaeolei VT8,1,0.0
peptidoglycan glycosyltransferase,Thiomicrospira crunogena XCL-2,1,0.0
peptidoglycan synthetase FtsI,Chromohalobacter salexigens DSM 3043,3,2.48
peptidyl-dipeptidase Dcp,Colwellia psychrerythraea 34H,10,8.13
peptidyl-prolyl cis-trans isomeras,Heliobacterium modesticaldum Ice1,1,0.0
peptidyl-prolyl cis-trans isomeras,Microcoleus chthonoplastes PCC 7420,1,0.0
peptidyl-prolyl cis-trans isomeras,Roseovarius sp. 217,1,0.0
peptidyl-prolyl cis-trans isomeras,Synechococcus sp. CC9902,3,2.41
peptidyl-prolyl cis-trans isomerase,Ajellomyces capsulatus NAm1,1,0.0
peptidyl-prolyl cis-trans isomerase,Bacteroides fragilis YCH46,1,0.0
peptidyl-prolyl cis-trans isomerase,Leifsonia xyli subsp. xyli str. CTCB07,5,3.94
peptidyl-prolyl cis-trans isomerase,Maribacter sp. HTCC2170,15,12.35
peptidyl-prolyl cis-trans isomerase,Rhodopirellula baltica SH 1,2,1.62
peptidyl-prolyl cis-trans isomerase (Ppi),Flavobacteria bacterium BBFL7,3,2.38
peptidyl-prolyl cis-trans isomerase B,Azoarcus sp. BH72,2,1.53
peptidyl-prolyl cis-trans isomerase PpiA,Flavobacterium psychrophilum JIP02/86,4,3.24
peptidyl-prolyl cis-trans isomerase PpiC,Flavobacterium psychrophilum JIP02/86,13,10.53
peptidyl-prolyl cis-trans isomerase cyclophilin type,Marivirga tractuosa DSM 4126,2,1.61
peptidyl-prolyl cis-trans isomerase cyclophilin type,Nitrosomonas sp. AL212,1,0.0
peptidyl-prolyl cis/trans isomerase,Herbaspirillum seropedicae SmR1,3,2.54
peptidyl-prolyl cis/trans isomerase (trigger factor),Dickeya dadantii 3937,1,0.0
peptidyl-prolyl isomerase,Erythrobacter litoralis HTCC2594,1,0.0
peptidyl-tRNA hydrolase,Frankia sp. CcI3,1,0.0
peptidyl-tRNA hydrolase,Phaeobacter gallaeciensis 2.10,2,1.69
peptidyl-tRNA hydrolase,Rhodobacter sphaeroides 2.4.1,1,0.0
peptidyl-tRNA hydrolase,Roseobacter sp. AzwK-3b,6,4.95
peptidyl-tRNA hydrolase,marine actinobacterium PHSC20C1,1,0.0
peptidyl-tRNA hydrolase domain protein,Ketogulonicigenium vulgare Y25,5,4.13
peptidylprolyl cis-trans isomerase precursor,Candidatus Pelagibacter ubique HTCC1062,46,38.02
peptidylprolyl isomeras,Magnetococcus sp. MC-1,1,0.0
peptidylprolyl isomeras,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,1,0.0
peptidylprolyl isomeras,Pseudomonas syringae pv. tomato Max13,1,0.0
peptidylprolyl isomerase,Anaeromyxobacter dehalogenans 2CP-C,2,1.7
peptidylprolyl isomerase,Arthrobacter arilaitensis Re117,1,0.0
peptidylprolyl isomerase,Desulfovibrio vulgaris DP4,1,0.0
peptidylprolyl isomerase,Synechococcus sp. CC9605,9,7.33
periplasmic binding protein,Azospirillum sp. B510,1,0.0
periplasmic binding protein/LacI transcriptional regulator,Labrenzia aggregata IAM 12614,2,1.58
periplasmic binding protein/LacI transcriptional regulator,Thalassiobium sp. R2A62,1,0.0
periplasmic nitrate reductas,marine gamma proteobacterium HTCC2148,1,0.0
periplasmic nitrate reductase precursor,Photobacterium damselae subsp. damselae CIP 102761,1,0.0
periplasmic oligopeptide-binding protein of oligopeptide ABC transporter,Nostoc sp. PCC 7120,1,0.0
periplasmic phosphate-binding protein of phosphate ABC transporter,Thermosynechococcus elongatus BP-1,2,1.63
periplasmic protein thiol--disulphide oxidoreductase DsbE,Shewanella frigidimarina NCIMB 400,1,0.0
periplasmic sensor hybrid histidine kinase,Pseudoalteromonas atlantica T6c,1,0.0
periplasmic sensor signal transduction histidine kinase,Jannaschia sp. CCS1,11,8.91
periplasmic sensor signal transduction histidine kinase,beta proteobacterium KB13,19,15.74
periplasmic serine protease Do,Yersinia pestis Pestoides A,1,0.0
periplasmic serine proteases (ClpP class),Synechococcus sp. RCC307,4,3.35
periplasmic tail-specific protease,Nitrococcus mobilis Nb-231,1,0.0
permeas,Vibrio cholerae MZO-2,5,4.09
permeas,gamma proteobacterium NOR51-B,6,4.86
permease,Sphingobacterium spiritivorum ATCC 33861,1,0.0
permease,Synechococcus sp. WH 7803,4,3.23
permease,Zunongwangia profunda SM-A87,4,3.43
permease,alpha proteobacterium HIMB114,3,2.49
permease YjgP/YjgQ family protein,Akkermansia muciniphila ATCC BAA-835,1,0.0
permease YjgP/YjgQ family protein,Rhodothermus marinus DSM 4252,5,4.1
permease component of ABC type branched chain amino acid transPORTER,Aurantimonas manganoxydans SI85-9A1,1,0.0
permease of ABC sugar transporter,Phaeobacter gallaeciensis BS107,1,0.0
permease of the major facilitator superfamily protein,Synechococcus sp. WH 5701,3,2.43
perosamine synthetase,Ferroplasma acidarmanus fer1,1,0.0
peroxidase,Planctomyces maris DSM 8797,4,3.24
peroxidase/catalase,Thalassiosira pseudonana CCMP1335,1,0.0
peroxidase/catalase protein,Xanthomonas albilineans,2,1.61
peroxiredoxin,Azospirillum sp. B510,7,5.95
peroxiredoxin,Synechococcus sp. RCC307,7,5.73
peroxisomal multifunctional enzyme type 2,gamma proteobacterium NOR5-3,3,2.5
perplasmic binding protein of ABC transporter,Verminephrobacter eiseniae EF01-2,2,1.66
pescadillo development protein-family BRCT domain-containing protein,Schizosaccharomyces japonicus yFS275,1,0.0
phage DNA Packaging Protein,Oligotropha carboxidovorans OM5,1,0.0
phage SPO1 DNA polymerase-related protein,Parvibaculum lavamentivorans DS-1,2,1.64
phage SPO1 DNA polymerase-related protein,Ruegeria sp. TM1040,7,5.61
phage integrase,Octadecabacter antarcticus 238,2,1.64
phage integrase,Rhodobacteraceae bacterium HTCC2083,5,4.11
phage integrase,Ruegeria sp. TM1040,3,2.35
phage integrase family protein,Candidatus Puniceispirillum marinum IMCC1322,88,71.98
phage integrase family protein,Desulfovibrio vulgaris DP4,1,0.0
phage integrase family protein,Polaribacter sp. MED152,11,9.03
phage integrase family protein,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,2,1.65
phage integrase family protein,Synechococcus sp. BL107,1,0.0
phage integrase family protein,Synechococcus sp. CC9311,3,2.39
phage lysozyme,Roseburia intestinalis L1-82,3,2.41
phage major capsid protei,Starkeya novella DSM 506,1,0.0
phage protein,Azospirillum phage Cd,1,0.0
phage protein,Bordetella avium 197N,3,2.44
phage protein,Listeria monocytogenes FSL R2-503,1,0.0
phage protein,Proteus mirabilis ATCC 29906,1,0.0
phage shock protein PspC,gamma proteobacterium NOR51-B,4,3.42
phage terminase GpA,Magnetococcus sp. MC-1,6,4.93
phage uncharacterized protein,Nitrobacter sp. Nb-311A,4,3.36
phage-related DNA maturase,Burkholderia oklahomensis EO147,8,6.71
phage-related tail sheath protein,Bartonella tribocorum CIP 105476,1,0.0
phenylacetaldehyde dehydrogenase,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,1,0.0
phenylacetate degradation probable enoyl-CoA hydratase paaB,Ruegeria sp. R11,2,1.55
phenylacetate-CoA ligas,Roseobacter sp. MED193,1,0.0
phenylacetate-CoA ligase,Deferribacter desulfuricans SSM1,1,0.0
phenylacetate-CoA ligase,Rhodobacteraceae bacterium KLH11,1,0.0
phenylacetate-CoA ligase,Silicibacter lacuscaerulensis ITI-1157,5,4.11
phenylacetate-CoA oxygenas,Dechloromonas aromatica RCB,1,0.0
phenylacetate-CoA oxygenase subunit PaaB,Burkholderia cenocepacia HI2424,1,0.0
phenylacetate-coenzyme A ligase,Burkholderia pseudomallei K96243,1,0.0
phenylacetic acid catabolism protein,marine gamma proteobacterium HTCC2080,1,0.0
phenylacetic acid degradation protein PaaN,Escherichia coli MS 115-1,1,0.0
phenylacetic acid degradation protein paad,Ralstonia solanacearum PSI07,1,0.0
phenylalanyl-tRNA synthetas,Campylobacter gracilis RM3268,1,0.0
phenylalanyl-tRNA synthetas,Chitinophaga pinensis DSM 2588,3,2.43
phenylalanyl-tRNA synthetas,Danio rerio,1,0.0
phenylalanyl-tRNA synthetas,Roseobacter sp. CCS2,2,1.72
phenylalanyl-tRNA synthetas,Rothia mucilaginosa ATCC 25296,1,0.0
phenylalanyl-tRNA synthetas,Silicibacter lacuscaerulensis ITI-1157,4,3.34
phenylalanyl-tRNA synthetas,Synechococcus sp. RS9916,2,1.61
phenylalanyl-tRNA synthetas,Thioalkalivibrio sp. K90mix,1,0.0
phenylalanyl-tRNA synthetase beta subunit,Flavobacteriales bacterium ALC-1,17,13.89
phenylalanyl-tRNA synthetase beta subunit,Vibrio sp. Ex25,4,3.38
phenylalanyl-tRNA synthetase subunit alpha,Burkholderia pseudomallei 1106a,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Campylobacter lari RM2100,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Escherichia coli 55989,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Geobacillus kaustophilus HTA426,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Granulibacter bethesdensis CGDNIH1,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Legionella pneumophila str. Paris,1,0.0
phenylalanyl-tRNA synthetase subunit alpha,Prochlorococcus marinus subsp. pastoris str. CCMP1986,2,1.64
phenylalanyl-tRNA synthetase subunit beta,Chromobacterium violaceum ATCC 12472,1,0.0
phenylalanyl-tRNA synthetase subunit beta,Cronobacter sakazakii ATCC BAA-894,3,2.44
phenylalanyl-tRNA synthetase subunit beta,Idiomarina loihiensis L2TR,3,2.38
phenylalanyl-tRNA synthetase subunit beta,Legionella pneumophila str. Paris,1,0.0
phenylalanyl-tRNA synthetase subunit beta,Leptothrix cholodnii SP-6,1,0.0
phenylalanyl-tRNA synthetase subunit beta,Pedobacter heparinus DSM 2366,4,3.27
phenylalanyl-tRNA synthetase subunit beta,Sphingopyxis alaskensis RB2256,1,0.0
phenylhydantoinase,Brucella suis 1330,2,1.63
phenylhydantoinase,Burkholderia cenocepacia HI2424,1,0.0
phiSLT ORF 563-like protei,Staphylococcus aureus subsp. aureus USA300_FPR3757,1,0.0
phosphatas,Oceanicola batsensis HTCC2597,2,1.65
phosphate ABC transporte,Ahrensia sp. R2A130,3,2.49
phosphate ABC transporte,Chlorobium phaeobacteroides BS1,12,9.77
phosphate ABC transporte,Citreicella sp. SE45,5,4.1
phosphate ABC transporte,Maricaulis maris MCS10,11,8.76
phosphate ABC transporte,Methylophilales bacterium HTCC2181,6,4.97
phosphate ABC transporte,Phaeobacter gallaeciensis 2.10,5,3.99
