gene function,organism,counts,oualidia_1_counts
riboflavin synthase subunit beta,Brucella abortus bv. 3 str. Tulya,1,1
riboflavin synthase subunit beta,Kordia algicida OT-1,1,1
ribokinase-like domain-containing protein,Nostoc punctiforme PCC 73102,1,1
ribonucleas,Brucella melitensis ATCC 23457,1,1
ribonucleas,Plasmodium falciparum 3D7,1,1
ribonucleas,Pseudomonas putida KT2440,3,3
ribonucleas,Pseudomonas syringae pv. phaseolicola 1448A,1,1
ribonucleas,marine gamma proteobacterium HTCC2148,1,1
ribonuclease,Ixodes scapularis,1,1
ribonuclease,Ruegeria sp. TM1040,1,1
ribonuclease,Syntrophobacter fumaroxidans MPOB,2,2
ribonuclease D,Candidatus Pelagibacter sp. HTCC7211,3,3
ribonuclease D,Methylosinus trichosporium OB3b,1,1
ribonuclease E,Gluconobacter oxydans 621H,1,1
ribonuclease E,Jannaschia sp. CCS1,4,4
ribonuclease E,Labrenzia aggregata IAM 12614,1,1
ribonuclease E,Methylococcus capsulatus str. Bath,3,3
ribonuclease E,Yersinia pseudotuberculosis IP 31758,1,1
ribonuclease G,Haemophilus influenzae NT127,1,1
ribonuclease H,Syntrophus aciditrophicus SB,1,1
ribonuclease H-related protein,Leeuwenhoekiella blandensis MED217,1,1
ribonuclease HII,Clavibacter michiganensis subsp. michiganensis NCPPB 382,1,1
ribonuclease HII,Neisseria meningitidis Z2491,1,1
ribonuclease P,Proteus mirabilis HI4320,1,1
ribonuclease PH,Hirschia baltica ATCC 49814,10,10
ribonuclease PH,Hyphomicrobium denitrificans ATCC 51888,1,1
ribonuclease PH,Ketogulonicigenium vulgare Y25,1,1
ribonuclease PH,Marinobacter aquaeolei VT8,2,2
ribonuclease PH,Pseudoalteromonas haloplanktis TAC125,1,1
ribonuclease PH,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,3,3
ribonuclease PH,beta proteobacterium KB13,5,5
ribonuclease R,Francisella tularensis subsp. tularensis FSC198,1,1
ribonuclease R,Methylophaga thiooxidans DMS010,2,2
ribonuclease R,Rhodobacter capsulatus SB 1003,1,1
ribonuclease R,Teredinibacter turnerae T7901,2,2
ribonuclease R,Vibrio harveyi ATCC BAA-1116,1,1
ribonuclease Z,Maribacter sp. HTCC2170,1,1
ribonuclease activity regulator protein RraA,Reinekea blandensis MED297,1,1
ribonuclease h,Caldicellulosiruptor owensensis OL,1,1
ribonucleoside-diphosphate reductas,Alkalilimnicola ehrlichii MLHE-1,1,1
ribonucleoside-diphosphate reductas,Candidatus Riesia pediculicola USDA,2,2
ribonucleoside-diphosphate reductas,Escherichia coli MS 187-1,2,2
ribonucleoside-diphosphate reductas,Oceanicola batsensis HTCC2597,1,1
ribonucleoside-diphosphate reductas,Pirellula staleyi DSM 6068,1,1
ribonucleoside-diphosphate reductas,Psychromonas sp. CNPT3,24,24
ribonucleoside-diphosphate reductas,Shewanella baltica BA175,16,16
ribonucleoside-diphosphate reductas,Thermobaculum terrenum ATCC BAA-798,1,1
ribonucleoside-diphosphate reductas,Truepera radiovictrix DSM 17093,12,12
ribonucleoside-diphosphate reductas,unidentified eubacterium SCB49,2,2
ribonucleoside-diphosphate reductase alpha subunit,Schistosoma mansoni,1,1
ribonucleoside-diphosphate reductase alpha subunit,Vibrio sp. RC341,1,1
ribonucleoside-diphosphate reductase large chain,Lodderomyces elongisporus NRRL YB-4239,1,1
ribonucleoside-diphosphate reductase subunit alpha,Synechococcus phage S-RSM4,17,17
ribonucleoside-diphosphate reductase subunit beta,Bifidobacterium bifidum NCIMB 41171,2,2
ribonucleoside-diphosphate reductase subunit beta,Vibrio splendidus LGP32,1,1
ribonucleotide reductase large subunit,Cupriavidus metallidurans CH34,1,1
ribonucleotide reductase small subunit,Mamestra configurata NPV-A,1,1
ribonucleotide-diphosphate reductase alpha subunit,Alteromonadales bacterium TW-7,3,3
ribonucleotide-diphosphate reductase alpha subunit,Bermanella marisrubri,3,3
ribonucleotide-diphosphate reductase alpha subunit,Idiomarina baltica OS145,1,1
ribonucleotide-diphosphate reductase alpha subunit,Lentisphaera araneosa HTCC2155,1,1
ribonucleotide-diphosphate reductase beta subunit,Lentisphaera araneosa HTCC2155,4,4
ribonucleotide-diphosphate reductase subunit alpha,Acinetobacter baumannii 6013150,1,1
ribonucleotide-diphosphate reductase subunit alpha,Actinobacillus minor 202,2,2
ribonucleotide-diphosphate reductase subunit alpha,Anaplasma marginale str. Florida,9,9
ribonucleotide-diphosphate reductase subunit alpha,Candidatus Blochmannia pennsylvanicus str. BPEN,1,1
ribonucleotide-diphosphate reductase subunit alpha,Candidatus Pelagibacter ubique HTCC1062,82,82
ribonucleotide-diphosphate reductase subunit alpha,Candidatus Vesicomyosocius okutanii HA,1,1
ribonucleotide-diphosphate reductase subunit alpha,Chitinophaga pinensis DSM 2588,17,17
ribonucleotide-diphosphate reductase subunit alpha,Chlamydophila caviae GPIC,1,1
ribonucleotide-diphosphate reductase subunit alpha,Corynebacterium diphtheriae NCTC 13129,1,1
ribonucleotide-diphosphate reductase subunit alpha,Dickeya dadantii Ech703,2,2
ribonucleotide-diphosphate reductase subunit alpha,Halomonas elongata DSM 2581,1,1
ribonucleotide-diphosphate reductase subunit alpha,Neorickettsia risticii str. Illinois,5,5
ribonucleotide-diphosphate reductase subunit alpha,Pseudomonas mendocina ymp,3,3
ribonucleotide-diphosphate reductase subunit alpha,Pseudomonas syringae pv. syringae B728a,3,3
ribonucleotide-diphosphate reductase subunit alpha,Rhodospirillum centenum SW,1,1
ribonucleotide-diphosphate reductase subunit alpha,Salmonella enterica subsp. arizonae serovar 62:z,2,2
ribonucleotide-diphosphate reductase subunit alpha,Zunongwangia profunda SM-A87,14,14
ribonucleotide-diphosphate reductase subunit beta,Buchnera aphidicola str. Sg (Schizaphis graminum),8,8
ribonucleotide-diphosphate reductase subunit beta,Chlamydia trachomatis D/UW-3/CX,1,1
ribonucleotide-diphosphate reductase subunit beta,Haemophilus ducreyi 35000HP,2,2
ribonucleotide-diphosphate reductase subunit beta,Halobacterium salinarum R1,1,1
ribonucleotide-diphosphate reductase subunit beta,Methylobacillus flagellatus KT,2,2
ribonucleotide-diphosphate reductase subunit beta,Novosphingobium aromaticivorans DSM 12444,7,7
ribonucleotide-diphosphate reductase subunit beta,Orientia tsutsugamushi str. Boryong,2,2
ribonucleotide-diphosphate reductase subunit beta,Pseudoalteromonas atlantica T6c,3,3
ribonucleotide-diphosphate reductase subunit beta,Rhodospirillum centenum SW,12,12
ribonucleotide-diphosphate reductase subunit beta,Rickettsia canadensis str. McKiel,4,4
ribonucleotide-diphosphate reductase subunit beta,Roseomonas cervicalis ATCC 49957,3,3
ribonucleotide-diphosphate reductase subunit beta,Saccharophagus degradans 2-40,2,2
ribose 5-phosphate isomerase A,beta proteobacterium KB13,4,4
ribose ABC transporte,Archaeoglobus fulgidus DSM 4304,1,1
ribose ABC transporte,Streptococcus agalactiae H36B,1,1
ribose transport ATP-binding protein,Roseobacter denitrificans OCh 114,1,1
ribose-5-phosphate isomerase B,Rhizobium leguminosarum bv. viciae 3841,1,1
ribose-Phosphate pyrophosphokinase,Stenotrophomonas sp. SKA14,1,1
ribose-phosphate pyrophosphokinase,Campylobacter concisus 13826,1,1
ribose-phosphate pyrophosphokinase,Colwellia psychrerythraea 34H,1,1
ribose-phosphate pyrophosphokinase,Dethiobacter alkaliphilus AHT 1,1,1
ribose-phosphate pyrophosphokinase,Micrococcus luteus NCTC 2665,5,5
ribose-phosphate pyrophosphokinase,Novosphingobium aromaticivorans DSM 12444,9,9
ribose-phosphate pyrophosphokinase,Psychrobacter arcticus 273-4,1,1
ribose-phosphate pyrophosphokinase,Thioalkalivibrio sp. K90mix,1,1
ribose-phosphate pyrophosphokinase,Verrucomicrobium spinosum DSM 4136,2,2
ribose-phosphate pyrophosphokinase,gamma proteobacterium HTCC5015,1,1
ribose-phosphate pyrophosphokinase (predicted),Schizosaccharomyces pombe 972h-,1,1
ribose-phosphate pyrophosphokinase protein,Pseudovibrio sp. JE062,1,1
ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5,Flavobacteria bacterium MS024-2A,1,1
ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5,Nitrosococcus halophilus Nc4,1,1
ribosomal 5S rRNA E-loop-binding protein Ctc/L25/TL5,Marinomonas sp. MWYL1,1,1
ribosomal RNA large subunit methyltransferase N,Pseudoalteromonas haloplanktis TAC125,1,1
ribosomal RNA large subunit methyltransferase N,Salinispora arenicola CNS-205,1,1
ribosomal RNA small subunit methyltransferase G,Fusobacterium ulcerans ATCC 49185,2,2
ribosomal large subunit pseudouridine synthase A,Colwellia psychrerythraea 34H,1,1
ribosomal large subunit pseudouridine synthase A,Desulfotalea psychrophila LSv54,1,1
ribosomal large subunit pseudouridine synthase C,Dinoroseobacter shibae DFL 12,1,1
ribosomal large subunit pseudouridine synthase C,Moritella sp. PE36,1,1
ribosomal large subunit pseudouridine synthase C,Roseovarius sp. 217,2,2
ribosomal large subunit pseudouridine synthase C,alpha proteobacterium HIMB114,5,5
ribosomal large subunit pseudouridine synthase D,Flavobacteriales bacterium ALC-1,1,1
ribosomal large subunit pseudouridine synthase D,Maribacter sp. HTCC2170,6,6
ribosomal large subunit pseudouridine synthase D,Robiginitalea biformata HTCC2501,1,1
ribosomal large subunit pseudouridine synthase D,Xanthomonas campestris pv. campestris str. 8004,1,1
ribosomal large subunit pseudouridine synthase F,Vibrio parahaemolyticus AQ4037,1,1
ribosomal protei,Danio rerio,1,1
ribosomal protein L1,Sideroxydans lithotrophicus ES-1,1,1
ribosomal protein L10,Streptomyces lividans TK24,1,1
ribosomal protein L13,Dyadobacter fermentans DSM 18053,1,1
ribosomal protein L13,Sulfurospirillum deleyianum DSM 6946,1,1
ribosomal protein L14,Desulfonatronospira thiodismutans ASO3-1,3,3
ribosomal protein L14,Flavobacteria bacterium MS024-2A,1,1
ribosomal protein L14,Gemmata obscuriglobus UQM 2246,1,1
ribosomal protein L14,Methylotenera sp. 301,3,3
ribosomal protein L14,Thermomicrobium roseum DSM 5159,1,1
ribosomal protein L15,Citreicella sp. SE45,1,1
ribosomal protein L15,Erysipelotrichaceae bacterium 5_2_54FAA,1,1
ribosomal protein L15,Thioalkalivibrio sp. HL-EbGR7,1,1
ribosomal protein L16,Phytophthora infestans,1,1
ribosomal protein L16,Vaucheria litorea,4,4
ribosomal protein L16,alpha proteobacterium HIMB114,9,9
ribosomal protein L17,Afipia sp. 1NLS2,1,1
ribosomal protein L17,Candidatus Pelagibacter ubique HTCC1002,18,18
ribosomal protein L17,Thioalkalivibrio sp. K90mix,2,2
ribosomal protein L18,Arthrobacter chlorophenolicus A6,1,1
ribosomal protein L19,Desulfohalobium retbaense DSM 5692,3,3
ribosomal protein L2,Jonesia denitrificans DSM 20603,1,1
ribosomal protein L2,Pyramimonas parkeae,1,1
ribosomal protein L2,Thermoanaerobacterium thermosaccharolyticum DSM 571,1,1
ribosomal protein L2,beta proteobacterium KB13,6,6
ribosomal protein L20,Microcoleus chthonoplastes PCC 7420,1,1
ribosomal protein L20,Psychromonas ingrahamii 37,1,1
ribosomal protein L21,marine gamma proteobacterium HTCC2143,1,1
ribosomal protein L22,Reinekea blandensis MED297,1,1
ribosomal protein L23,beta proteobacterium KB13,3,3
ribosomal protein L24,Erythrobacter sp. NAP1,1,1
ribosomal protein L24,Ilyobacter polytropus DSM 2926,2,2
ribosomal protein L28,Roseobacter sp. MED193,1,1
ribosomal protein L29,beta proteobacterium KB13,1,1
ribosomal protein L30,beta proteobacterium KB13,1,1
ribosomal protein L31,Synechococcus sp. WH 8109,1,1
ribosomal protein L33,Cyanobium sp. PCC 7001,1,1
ribosomal protein L33,beta proteobacterium KB13,2,2
ribosomal protein L34,Idiomarina baltica OS145,1,1
ribosomal protein L35,Borrelia afzelii ACA-1,1,1
ribosomal protein L35,Cyanobium sp. PCC 7001,1,1
ribosomal protein L4/L1 family,Candidatus Pelagibacter sp. HTCC7211,9,9
ribosomal protein L5,Arthrospira maxima CS-328,1,1
ribosomal protein L5,Prevotella tannerae ATCC 51259,1,1
ribosomal protein L5,Rothia mucilaginosa DY-18,2,2
ribosomal protein L5 family protein,Arabidopsis thaliana,2,2
ribosomal protein L6,Chthoniobacter flavus Ellin428,3,3
ribosomal protein L6,Thioalkalivibrio sp. HL-EbGR7,1,1
ribosomal protein L6,Yersinia pestis biovar Mediaevalis str. K1973002,1,1
ribosomal protein L7/L12,Corynebacterium jeikeium ATCC 43734,1,1
ribosomal protein L7/L12,Nitrosococcus halophilus Nc4,1,1
ribosomal protein L9,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),1,1
ribosomal protein L9,Vibrio parahaemolyticus 16,1,1
ribosomal protein S1,Halothiobacillus neapolitanus c2,3,3
ribosomal protein S1,Streptomyces sp. SPB74,1,1
ribosomal protein S10,Chattonella marina,2,2
ribosomal protein S10,Methylobacter tundripaludum SV96,1,1
ribosomal protein S10,alpha proteobacterium HIMB114,11,11
ribosomal protein S11,Francisella tularensis subsp. holarctica FSC200,2,2
ribosomal protein S11,Porphyra purpurea,2,2
ribosomal protein S12,Alicyclobacillus acidocaldarius LAA1,3,3
ribosomal protein S12,Fucus vesiculosus,2,2
ribosomal protein S12,alpha proteobacterium HIMB114,13,13
ribosomal protein S12 methylthiotransferase,Psychrobacter sp. PRwf-1,2,2
ribosomal protein S12 methylthiotransferase,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,1,1
ribosomal protein S14,Pseudovibrio sp. JE062,2,2
ribosomal protein S14,beta proteobacterium KB13,1,1
ribosomal protein S15,alpha proteobacterium HIMB114,4,4
ribosomal protein S17,Drosophila melanogaster,1,1
ribosomal protein S18,Reinekea blandensis MED297,1,1
ribosomal protein S19,Planctomyces limnophilus DSM 3776,1,1
ribosomal protein S2,Flavobacteria bacterium MS024-3C,3,3
ribosomal protein S2,Odontella sinensis,12,12
ribosomal protein S3,Chthoniobacter flavus Ellin428,2,2
ribosomal protein S3,Cyanidioschyzon merolae strain 10D,1,1
ribosomal protein S3,Danio rerio,2,2
ribosomal protein S3,Drosophila melanogaster,1,1
ribosomal protein S3,Nitrosococcus halophilus Nc4,1,1
ribosomal protein S4,Flavobacteria bacterium MS024-2A,1,1
ribosomal protein S4,Geobacillus sp. Y4.1MC1,1,1
ribosomal protein S4,Leptotrichia goodfellowii F0264,1,1
ribosomal protein S4,Methylotenera sp. 301,2,2
ribosomal protein S5,Naegleria gruberi strain NEG-M,1,1
ribosomal protein S5,marine gamma proteobacterium HTCC2143,1,1
ribosomal protein S6 kinase alpha-2,Mus musculus,1,1
ribosomal protein S6 modification protein,Maribacter sp. HTCC2170,1,1
ribosomal protein S7,Halothiobacillus neapolitanus c2,1,1
ribosomal protein S7,Lactobacillus coleohominis 101-4-CHN,1,1
ribosomal protein S7,Rothia mucilaginosa DY-18,1,1
ribosomal protein S8,Coxiella burnetii ''MSU Goat Q177'',1,1
ribosomal protein S8,Microcoleus chthonoplastes PCC 7420,1,1
ribosomal protein S8,Wolbachia endosymbiont of Muscidifurax uniraptor,1,1
ribosomal protein S9,Idiomarina loihiensis L2TR,2,2
ribosomal protein S9,alpha proteobacterium HIMB114,5,5
ribosomal protein l7a,Plasmodium falciparum 3D7,1,1
ribosomal protein s5,Methylovorus sp. MP688,5,5
ribosomal-protein-alanine acetyltransferas,Oceanicola granulosus HTCC2516,1,1
ribosomal-ubiquitin fusion protein Ubi3,Schizosaccharomyces japonicus yFS275,1,1
ribosome biogenesis GTP-binding protein YsxC,Gramella forsetii KT0803,2,2
ribosome biogenesis GTP-binding protein YsxC,Methylobacterium sp. 4-46,1,1
ribosome biogenesis GTP-binding protein YsxC,Pseudomonas syringae pv. syringae FF5,1,1
ribosome biogenesis GTPase Lsg,Talaromyces stipitatus ATCC 10500,1,1
ribosome biogenesis protein Erb1,Aspergillus fumigatus Af293,1,1
ribosome biogenesis regulatory protein (RRS1),Tetrahymena thermophila,1,1
ribosome recycling factor,Arthrobacter aurescens TC1,2,2
ribosome recycling factor,Escherichia coli MS 119-7,1,1
ribosome recycling factor,Legionella drancourtii LLAP12,1,1
ribosome recycling factor,Leifsonia xyli subsp. xyli str. CTCB07,2,2
ribosome recycling factor,Methylobacillus flagellatus KT,1,1
ribosome recycling factor,Pseudomonas aeruginosa PA7,4,4
ribosome recycling factor,Synechococcus sp. JA-3-3Ab,1,1
ribosome recycling factor,Syntrophobacter fumaroxidans MPOB,1,1
ribosome releasing factor,Vibrio splendidus 12B01,1,1
ribosome small subunit-dependent GTPase A,Allochromatium vinosum DSM 180,1,1
ribosome-associated GTPase,Chromohalobacter salexigens DSM 3043,3,3
ribosome-associated GTPase,Endoriftia persephone ''Hot96_1+Hot96_2'',1,1
ribosome-associated GTPase EngA,Allochromatium vinosum DSM 180,2,2
ribosome-binding factor A,Brachybacterium faecium DSM 4810,3,3
ribulokinase,Chryseobacterium gleum ATCC 35910,1,1
ribulose bisphosphate carboxlyase small chain,Aureoumbra lagunensis,1,1
ribulose-,Emiliania huxleyi,1,1
ribulose-phosphate 3-epimerase,Azospirillum sp. B510,1,1
ribulose-phosphate 3-epimerase (D-ribulose-5-phosphate 3-epimerase),Flavobacteriales bacterium ALC-1,1,1
rnp-1 like RNA-binding protein,Leadbetterella byssophila DSM 17132,1,1
rod shape-determining protein MreB,Caulobacter crescentus CB15,2,2
rod shape-determining protein MreB,Chlorobium luteolum DSM 273,1,1
rod shape-determining protein MreB,Flavobacterium johnsoniae UW101,5,5
rod shape-determining protein MreB,Opitutus terrae PB90-1,1,1
rod shape-determining protein MreC,Roseovarius nubinhibens ISM,3,3
rod shape-determining protein RodA,Pseudomonas putida F1,3,3
rod shape-determining protein RodA,Ruegeria sp. TM1040,1,1
rubredoxin-type Fe(Cys)4 protein,Syntrophobacter fumaroxidans MPOB,1,1
rubredoxin-type Fe(Cys)4 protein,Trichodesmium erythraeum IMS101,1,1
rubredoxin/rubredoxin reductase,Congregibacter litoralis KT71,1,1
ruvB-like,Toxoplasma gondii ME49,1,1
ruvB-like 2-like isoform 1,Macaca mulatta,3,3
ryanodine receptor 1 isoform 1,Homo sapiens,1,1
saccharopine dehydrogenase,Pseudoalteromonas atlantica T6c,1,1
saccharopine dehydrogenase [NAD,Aspergillus oryzae RIB40,1,1
salicylate 1-monooxygenase,Candidatus Pelagibacter ubique HTCC1002,1,1
salicylate hydroxylase,Caulobacter crescentus NA1000,1,1
sam-dependent methyltransferase,Marivirga tractuosa DSM 4126,1,1
sarcosine dehydrogenase,Candidatus Pelagibacter ubique HTCC1002,9,9
sarcosine dehydrogenase,Sinorhizobium fredii NGR234,1,1
sarcosine oxidas,Methylotenera sp. 301,1,1
sarcosine oxidas,Oceanibulbus indolifex HEL-45,1,1
sarcosine oxidas,Oceanicola granulosus HTCC2516,1,1
sarcosine oxidas,Octadecabacter antarcticus 307,1,1
sarcosine oxidase (alpha subunit) oxidoreductase protein,Saccharopolyspora erythraea NRRL 2338,1,1
sarcosine oxidase alpha subunit family protein,Jannaschia sp. CCS1,2,2
sarcosine oxidase alpha subunit family protein,Ruegeria sp. TM1040,2,2
sarcosine oxidase beta subunit,Candidatus Pelagibacter sp. HTCC7211,36,36
sarcosine oxidase beta subunit,Hoeflea phototrophica DFL-43,1,1
sarcosine oxidase subunit alpha family,Candidatus Puniceispirillum marinum IMCC1322,2,2
scaffold protein,Aeromonas salmonicida subsp. salmonicida A449,1,1
scavenger receptor cysteine-rich protein,Strongylocentrotus purpuratus,1,1
scyllo-inosamine-4-phosphate amidinotransferase,Micromonospora sp. ATCC 39149,1,1
sec-independent protein translocase component TatA 2,Verrucomicrobium spinosum DSM 4136,1,1
secreted alkaline phosphatase,Pseudoalteromonas haloplanktis TAC125,1,1
secreted alpha-galactosidase,Streptomyces avermitilis MA-4680,1,1
secreted protein,Flavobacteria bacterium MS024-3C,2,2
secreted protein,Gramella forsetii KT0803,2,2
secreted protein,gamma proteobacterium NOR5-3,1,1
secreted protein,marine actinobacterium PHSC20C1,3,3
secreted subtilase family protein,Gramella forsetii KT0803,1,1
secreted trypsin-like serine protease,Vibrio metschnikovii CIP 69.14,1,1
secretion protein,Pseudoalteromonas sp. SM9913,1,1
secretion protein HlyD,Citreicella sp. SE45,1,1
secretion protein SecD,Marinomonas sp. MED121,5,5
segregation and condensation protein A,Pelagibaca bermudensis HTCC2601,1,1
segregation and condensation protein B,Congregibacter litoralis KT71,1,1
selenid,Pelagibaca bermudensis HTCC2601,1,1
sensor histidine kinase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,1
sensor histidine kinase,Alteromonas macleodii ATCC 27126,2,2
sensor histidine kinase,Burkholderia pseudomallei 668,1,1
sensor histidine kinase,Hyphomonas neptunium ATCC 15444,1,1
sensor histidine kinase,Loktanella vestfoldensis SKA53,1,1
sensor histidine kinase,Oceanicola batsensis HTCC2597,1,1
sensor histidine kinase,Roseobacter sp. CCS2,1,1
sensor histidine kinase,Salinibacter ruber DSM 13855,1,1
sensor histidine kinase,Teredinibacter turnerae T7901,1,1
sensor histidine kinase,marine gamma proteobacterium HTCC2080,1,1
sensor histidine kinase (two component sensor),Candidatus Pelagibacter sp. HTCC7211,10,10
sensor histidine kinase ChvG,Sulfitobacter sp. NAS-14.1,1,1
sensor histidine kinase RegB,Rhodobacterales bacterium Y4I,1,1
sensor protein BarA,Alteromonas macleodii ATCC 27126,1,1
sensor protein fixL,Rhodopirellula baltica SH 1,1,1
sensor signal transduction histidine kinase,Candidatus Puniceispirillum marinum IMCC1322,1,1
sensory box histidine kinase/response regulator,Gemmata obscuriglobus UQM 2246,2,2
sensory box histidine kinase/response regulator,Synechococcus sp. JA-2-3B''a(2-13),2,2
sensory box/GGDEF family protein,Geobacillus thermodenitrificans NG80-2,1,1
sensory transduction histidine kinase,Flavobacteriales bacterium ALC-1,1,1
sensory transduction histidine kinase,Planctomyces maris DSM 8797,1,1
sensory transduction histidine kinase,Rhodopirellula baltica SH 1,1,1
septum site-determining protein MinD,Dickeya dadantii Ech586,1,1
serine O-acetyltransferase,Coraliomargarita akajimensis DSM 45221,1,1
serine O-acetyltransferase,Roseobacter sp. CCS2,1,1
serine O-acetyltransferase,Shewanella baltica OS183,1,1
serine acetyltransferase,Clostridiales bacterium 1_7_47FAA,1,1
serine acetyltransferase,Pseudoalteromonas haloplanktis TAC125,1,1
serine carboxypeptidase,Dokdonia donghaensis MED134,1,1
serine hydroxymethyltransferase,Ajellomyces capsulatus NAm1,1,1
serine hydroxymethyltransferase,Arthrobacter aurescens TC1,2,2
serine hydroxymethyltransferase,Bacillus amyloliquefaciens FZB42,1,1
serine hydroxymethyltransferase,Bacillus anthracis str. CNEVA-9066,2,2
serine hydroxymethyltransferase,Bradyrhizobium sp. BTAi1,1,1
serine hydroxymethyltransferase,Capnocytophaga ochracea DSM 7271,2,2
serine hydroxymethyltransferase,Chlorobaculum parvum NCIB 8327,1,1
serine hydroxymethyltransferase,Chromohalobacter salexigens DSM 3043,1,1
serine hydroxymethyltransferase,Colwellia psychrerythraea 34H,1,1
serine hydroxymethyltransferase,Corynebacterium pseudotuberculosis FRC41,1,1
serine hydroxymethyltransferase,Leishmania major strain Friedlin,1,1
serine hydroxymethyltransferase,Loktanella vestfoldensis SKA53,1,1
serine hydroxymethyltransferase,Nitrosospira multiformis ATCC 25196,4,4
serine hydroxymethyltransferase,Oceanicola batsensis HTCC2597,1,1
serine hydroxymethyltransferase,Polaromonas naphthalenivorans CJ2,1,1
serine hydroxymethyltransferase,Roseobacter denitrificans OCh 114,1,1
serine hydroxymethyltransferase,Sanguibacter keddieii DSM 10542,5,5
serine hydroxymethyltransferase,Sinorhizobium medicae WSM419,1,1
serine hydroxymethyltransferase,Sodalis glossinidius str. ''morsitans'',1,1
serine hydroxymethyltransferase,Streptomyces lividans TK24,3,3
serine palmitoyltransferase,Sphingomonas sp. SKA58,1,1
serine protease,Coprinopsis cinerea okayama7#130,1,1
serine protease,Leifsonia xyli subsp. xyli str. CTCB07,4,4
serine protease,Rhodobacter sphaeroides 2.4.1,1,1
serine protease,Shewanella oneidensis MR-1,1,1
serine protease (htrA),Helicobacter pylori 26695,1,1
serine protease V8,Staphylococcus aureus A9763,1,1
serine threonine protein phosphatase 2A,Postia placenta Mad-698-R,1,1
serine--glyoxylate aminotransferase,Rhodobacteraceae bacterium KLH11,2,2
serine--pyruvate aminotransferase,Janthinobacterium sp. Marseille,1,1
serine-glyoxylate aminotransferase,Mesorhizobium loti MAFF303099,2,2
serine-glyoxylate aminotransferase,Roseomonas cervicalis ATCC 49957,1,1
serine-pyruvate aminotransferase,Methylacidiphilum infernorum V4,2,2
serine-tRNA ligase,Cryptococcus neoformans var. neoformans JEC21,1,1
serine/threonine kinase Pkn10,Verrucomicrobium spinosum DSM 4136,1,1
serine/threonine protein kinase,Actinosynnema mirum DSM 43827,1,1
serine/threonine protein kinase,Aedes aegypti,1,1
serine/threonine protein kinase,Janthinobacterium sp. Marseille,1,1
serine/threonine protein kinase,Rhodopirellula baltica SH 1,2,2
serine/threonine protein kinase,Xenorhabdus bovienii SS-2004,1,1
serine/threonine protein kinase with Chase2 sensor,Rhodoferax ferrireducens T118,3,3
serine/threonine protein kinase with PASTA sensor(s),Nakamurella multipartita DSM 44233,3,3
serine/threonine protein kinase with TPR repeat,gamma proteobacterium NOR5-3,1,1
serine/threonine protein kinases,Microscilla marina ATCC 23134,1,1
serine/threonine protein phosphatase,Cyanothece sp. ATCC 51142,1,1
serine/threonine protein phosphatase,Ustilago maydis 521,2,2
serine/threonine-protein kinase Nek1,Homo sapiens,1,1
serine/threonine-protein kinase Sgk3,Pongo abelii,1,1
serine/threonine-protein phosphatas,Candida dubliniensis CD36,1,1
serine/threonine-protein phosphatase 4 catalytic subunit,Xenopus (Silurana) tropicalis,1,1
serine/threonine-protein phosphatase 5,Mus musculus,1,1
seryl-tRNA synthetase,Corynebacterium glutamicum ATCC 13032,1,1
seryl-tRNA synthetase,Corynebacterium kroppenstedtii DSM 44385,5,5
seryl-tRNA synthetase,Desulfovibrio vulgaris str. Hildenborough,3,3
seryl-tRNA synthetase,Hydrogenobaculum sp. Y04AAS1,1,1
seryl-tRNA synthetase,Lactococcus lactis subsp. cremoris SK11,1,1
seryl-tRNA synthetase,Mycobacterium smegmatis str. MC2 155,1,1
seryl-tRNA synthetase,Pelobacter carbinolicus DSM 2380,1,1
seryl-tRNA synthetase,Pseudomonas syringae pv. tomato str. DC3000,1,1
seryl-tRNA synthetase,gamma proteobacterium NOR51-B,1,1
shikimate 5-dehydrogenase,Parvibaculum lavamentivorans DS-1,1,1
shikimate 5-dehydrogenase,Rhodobacter sphaeroides ATCC 17025,1,1
shikimate dehydrogenase,Flavobacterium psychrophilum JIP02/86,2,2
shikimate kinase,Pseudomonas aeruginosa PAO1,1,1
short chain dehydrogenas,Alcanivorax borkumensis SK2,1,1
short chain dehydrogenase,Aliivibrio salmonicida LFI1238,1,1
short chain dehydrogenase,Arthrobacter aurescens TC1,10,10
short chain dehydrogenase,Chloroflexus aurantiacus J-10-fl,1,1
short chain dehydrogenase,Dyadobacter fermentans DSM 18053,2,2
short chain dehydrogenase,Jannaschia sp. CCS1,1,1
short chain dehydrogenase,Lactococcus lactis subsp. lactis Il1403,1,1
short chain dehydrogenase,Marinobacter aquaeolei VT8,1,1
short chain dehydrogenase,Pseudomonas syringae pv. oryzae str. 1_6,1,1
short chain dehydrogenase,Shewanella benthica KT99,2,2
short chain dehydrogenase,Sinorhizobium medicae WSM419,2,2
short chain dehydrogenase,Stenotrophomonas sp. SKA14,1,1
short chain dehydrogenase,Vibrionales bacterium SWAT-3,1,1
short chain dehydrogenase,marine gamma proteobacterium HTCC2080,1,1
